subject_id,variable,value
774,play_many_videogames,5.0
775,play_many_videogames,3.0
776,play_many_videogames,5.0
777,play_many_videogames,5.0
778,play_many_videogames,1.0
779,play_many_videogames,4.0
780,play_many_videogames,4.0
781,play_many_videogames,1.0
782,play_many_videogames,4.0
783,play_many_videogames,1.0
784,play_many_videogames,1.0
785,play_many_videogames,5.0
786,play_many_videogames,5.0
787,play_many_videogames,3.0
788,play_many_videogames,1.0
789,play_many_videogames,5.0
790,play_many_videogames,5.0
791,play_many_videogames,1.0
792,play_many_videogames,5.0
793,play_many_videogames,1.0
794,play_many_videogames,5.0
795,play_many_videogames,5.0
796,play_many_videogames,4.0
797,play_many_videogames,3.0
798,play_many_videogames,1.0
799,play_many_videogames,2.0
800,play_many_videogames,1.0
801,play_many_videogames,1.0
802,play_many_videogames,5.0
803,play_many_videogames,4.0
804,play_many_videogames,1.0
805,play_many_videogames,5.0
806,play_many_videogames,3.0
807,play_many_videogames,5.0
808,play_many_videogames,5.0
809,play_many_videogames,4.0
810,play_many_videogames,3.0
811,play_many_videogames,2.0
812,play_many_videogames,5.0
813,play_many_videogames,5.0
814,play_many_videogames,1.0
815,play_many_videogames,1.0
816,play_many_videogames,2.0
817,play_many_videogames,5.0
818,play_many_videogames,4.0
819,play_many_videogames,1.0
820,play_many_videogames,1.0
821,play_many_videogames,5.0
822,play_many_videogames,3.0
823,play_many_videogames,5.0
824,play_many_videogames,5.0
825,play_many_videogames,4.0
826,play_many_videogames,3.0
827,play_many_videogames,5.0
828,play_many_videogames,3.0
829,play_many_videogames,1.0
830,play_many_videogames,1.0
831,play_many_videogames,3.0
832,play_many_videogames,4.0
833,play_many_videogames,5.0
834,play_many_videogames,4.0
835,play_many_videogames,5.0
836,play_many_videogames,2.0
837,play_many_videogames,5.0
838,play_many_videogames,3.0
839,play_many_videogames,5.0
840,play_many_videogames,5.0
841,play_many_videogames,5.0
842,play_many_videogames,4.0
843,play_many_videogames,1.0
844,play_many_videogames,2.0
845,play_many_videogames,5.0
846,play_many_videogames,5.0
847,play_many_videogames,1.0
848,play_many_videogames,5.0
849,play_many_videogames,4.0
850,play_many_videogames,4.0
851,play_many_videogames,5.0
852,play_many_videogames,4.0
853,play_many_videogames,3.0
854,play_many_videogames,1.0
855,play_many_videogames,2.0
856,play_many_videogames,4.0
857,play_many_videogames,1.0
858,play_many_videogames,3.0
859,play_many_videogames,5.0
860,play_many_videogames,1.0
861,play_many_videogames,1.0
862,play_many_videogames,3.0
863,play_many_videogames,5.0
864,play_many_videogames,4.0
865,play_many_videogames,1.0
866,play_many_videogames,3.0
867,play_many_videogames,5.0
868,play_many_videogames,1.0
869,play_many_videogames,5.0
870,play_many_videogames,4.0
871,play_many_videogames,4.0
872,play_many_videogames,5.0
873,play_many_videogames,1.0
874,play_many_videogames,1.0
875,play_many_videogames,4.0
876,play_many_videogames,1.0
877,play_many_videogames,5.0
878,play_many_videogames,3.0
879,play_many_videogames,2.0
880,play_many_videogames,5.0
881,play_many_videogames,5.0
882,play_many_videogames,5.0
883,play_many_videogames,1.0
884,play_many_videogames,4.0
885,play_many_videogames,5.0
886,play_many_videogames,1.0
887,play_many_videogames,4.0
888,play_many_videogames,4.0
889,play_many_videogames,2.0
890,play_many_videogames,5.0
891,play_many_videogames,2.0
892,play_many_videogames,4.0
893,play_many_videogames,5.0
894,play_many_videogames,5.0
895,play_many_videogames,1.0
896,play_many_videogames,3.0
897,play_many_videogames,1.0
898,play_many_videogames,2.0
899,play_many_videogames,2.0
900,play_many_videogames,1.0
901,play_many_videogames,5.0
902,play_many_videogames,5.0
903,play_many_videogames,1.0
904,play_many_videogames,3.0
905,play_many_videogames,5.0
906,play_many_videogames,5.0
907,play_many_videogames,5.0
908,play_many_videogames,3.0
909,play_many_videogames,4.0
910,play_many_videogames,4.0
911,play_many_videogames,5.0
912,play_many_videogames,5.0
913,play_many_videogames,5.0
914,play_many_videogames,1.0
915,play_many_videogames,1.0
916,play_many_videogames,3.0
917,play_many_videogames,5.0
918,play_many_videogames,5.0
919,play_many_videogames,2.0
920,play_many_videogames,5.0
921,play_many_videogames,5.0
922,play_many_videogames,1.0
923,play_many_videogames,4.0
924,play_many_videogames,2.0
925,play_many_videogames,5.0
926,play_many_videogames,4.0
927,play_many_videogames,5.0
928,play_many_videogames,5.0
929,play_many_videogames,5.0
930,play_many_videogames,1.0
931,play_many_videogames,1.0
932,play_many_videogames,5.0
933,play_many_videogames,4.0
934,play_many_videogames,5.0
935,play_many_videogames,4.0
936,play_many_videogames,5.0
937,play_many_videogames,1.0
938,play_many_videogames,5.0
939,play_many_videogames,2.0
940,play_many_videogames,5.0
941,play_many_videogames,5.0
942,play_many_videogames,2.0
943,play_many_videogames,5.0
944,play_many_videogames,1.0
945,play_many_videogames,4.0
946,play_many_videogames,4.0
947,play_many_videogames,5.0
948,play_many_videogames,4.0
949,play_many_videogames,4.0
950,play_many_videogames,3.0
951,play_many_videogames,4.0
952,play_many_videogames,5.0
953,play_many_videogames,5.0
954,play_many_videogames,3.0
955,play_many_videogames,4.0
956,play_many_videogames,3.0
957,play_many_videogames,3.0
958,play_many_videogames,1.0
959,play_many_videogames,5.0
960,play_many_videogames,3.0
961,play_many_videogames,5.0
962,play_many_videogames,4.0
963,play_many_videogames,1.0
964,play_many_videogames,1.0
965,play_many_videogames,5.0
966,play_many_videogames,5.0
967,play_many_videogames,2.0
968,play_many_videogames,4.0
969,play_many_videogames,2.0
970,play_many_videogames,2.0
971,play_many_videogames,5.0
972,play_many_videogames,5.0
973,play_many_videogames,1.0
974,play_many_videogames,5.0
975,play_many_videogames,1.0
976,play_many_videogames,4.0
977,play_many_videogames,5.0
978,play_many_videogames,5.0
979,play_many_videogames,3.0
980,play_many_videogames,5.0
981,play_many_videogames,4.0
982,play_many_videogames,4.0
983,play_many_videogames,4.0
984,play_many_videogames,5.0
985,play_many_videogames,1.0
986,play_many_videogames,5.0
987,play_many_videogames,2.0
988,play_many_videogames,5.0
989,play_many_videogames,2.0
990,play_many_videogames,5.0
991,play_many_videogames,4.0
992,play_many_videogames,2.0
993,play_many_videogames,2.0
994,play_many_videogames,3.0
995,play_many_videogames,1.0
996,play_many_videogames,5.0
997,play_many_videogames,5.0
998,play_many_videogames,4.0
999,play_many_videogames,5.0
1000,play_many_videogames,1.0
1001,play_many_videogames,5.0
1002,play_many_videogames,2.0
1003,play_many_videogames,4.0
1004,play_many_videogames,4.0
1005,play_many_videogames,3.0
1006,play_many_videogames,5.0
1007,play_many_videogames,4.0
1008,play_many_videogames,5.0
1009,play_many_videogames,4.0
1010,play_many_videogames,4.0
1011,play_many_videogames,4.0
1012,play_many_videogames,5.0
1013,play_many_videogames,3.0
1014,play_many_videogames,3.0
1015,play_many_videogames,5.0
1016,play_many_videogames,5.0
1017,play_many_videogames,3.0
1018,play_many_videogames,3.0
1019,play_many_videogames,4.0
1020,play_many_videogames,1.0
1021,play_many_videogames,1.0
1022,play_many_videogames,4.0
1023,play_many_videogames,5.0
1024,play_many_videogames,5.0
1025,play_many_videogames,5.0
1026,play_many_videogames,1.0
1027,play_many_videogames,5.0
1028,play_many_videogames,3.0
1029,play_many_videogames,3.0
1030,play_many_videogames,2.0
1031,play_many_videogames,5.0
1032,play_many_videogames,2.0
1033,play_many_videogames,5.0
1034,play_many_videogames,5.0
1035,play_many_videogames,3.0
1036,play_many_videogames,1.0
1037,play_many_videogames,5.0
1038,play_many_videogames,5.0
1039,play_many_videogames,5.0
1040,play_many_videogames,4.0
1041,play_many_videogames,4.0
1042,play_many_videogames,3.0
1043,play_many_videogames,5.0
1044,play_many_videogames,4.0
1045,play_many_videogames,5.0
1046,play_many_videogames,5.0
1047,play_many_videogames,5.0
1048,play_many_videogames,4.0
1049,play_many_videogames,1.0
1050,play_many_videogames,5.0
1051,play_many_videogames,3.0
1052,play_many_videogames,2.0
1053,play_many_videogames,2.0
1054,play_many_videogames,3.0
1055,play_many_videogames,4.0
1056,play_many_videogames,3.0
1057,play_many_videogames,5.0
1058,play_many_videogames,2.0
1059,play_many_videogames,5.0
1060,play_many_videogames,5.0
1061,play_many_videogames,4.0
1062,play_many_videogames,2.0
1063,play_many_videogames,2.0
1064,play_many_videogames,2.0
1065,play_many_videogames,3.0
1066,play_many_videogames,5.0
1067,play_many_videogames,5.0
1068,play_many_videogames,1.0
1069,play_many_videogames,5.0
1070,play_many_videogames,5.0
1071,play_many_videogames,3.0
1072,play_many_videogames,1.0
1073,play_many_videogames,5.0
1074,play_many_videogames,5.0
1075,play_many_videogames,1.0
1076,play_many_videogames,4.0
1077,play_many_videogames,1.0
1078,play_many_videogames,4.0
1079,play_many_videogames,1.0
1080,play_many_videogames,2.0
1081,play_many_videogames,4.0
1082,play_many_videogames,5.0
1083,play_many_videogames,3.0
1084,play_many_videogames,5.0
1085,play_many_videogames,4.0
1086,play_many_videogames,4.0
1087,play_many_videogames,2.0
1088,play_many_videogames,4.0
1089,play_many_videogames,5.0
1090,play_many_videogames,1.0
1091,play_many_videogames,2.0
1092,play_many_videogames,5.0
1093,play_many_videogames,1.0
1094,play_many_videogames,3.0
1095,play_many_videogames,3.0
1096,play_many_videogames,5.0
1097,play_many_videogames,1.0
1098,play_many_videogames,5.0
1099,play_many_videogames,4.0
1100,play_many_videogames,5.0
1101,play_many_videogames,4.0
1102,play_many_videogames,1.0
1103,play_many_videogames,1.0
1104,play_many_videogames,2.0
1105,play_many_videogames,1.0
1106,play_many_videogames,5.0
1107,play_many_videogames,1.0
1108,play_many_videogames,3.0
1109,play_many_videogames,1.0
1110,play_many_videogames,2.0
1111,play_many_videogames,1.0
1112,play_many_videogames,5.0
1113,play_many_videogames,1.0
1114,play_many_videogames,2.0
1115,play_many_videogames,1.0
1116,play_many_videogames,3.0
1117,play_many_videogames,1.0
1118,play_many_videogames,5.0
1119,play_many_videogames,5.0
1120,play_many_videogames,5.0
1121,play_many_videogames,5.0
1122,play_many_videogames,1.0
1123,play_many_videogames,2.0
1124,play_many_videogames,3.0
1125,play_many_videogames,1.0
1126,play_many_videogames,1.0
1127,play_many_videogames,1.0
1128,play_many_videogames,2.0
1129,play_many_videogames,3.0
1130,play_many_videogames,3.0
1131,play_many_videogames,5.0
1132,play_many_videogames,5.0
1133,play_many_videogames,1.0
1134,play_many_videogames,4.0
1135,play_many_videogames,1.0
1136,play_many_videogames,3.0
1137,play_many_videogames,2.0
1138,play_many_videogames,5.0
1139,play_many_videogames,4.0
1140,play_many_videogames,1.0
1141,play_many_videogames,5.0
1142,play_many_videogames,5.0
1143,play_many_videogames,5.0
1144,play_many_videogames,5.0
1145,play_many_videogames,3.0
1146,play_many_videogames,5.0
1147,play_many_videogames,3.0
1148,play_many_videogames,5.0
1149,play_many_videogames,2.0
1150,play_many_videogames,5.0
1151,play_many_videogames,4.0
1152,play_many_videogames,1.0
1153,play_many_videogames,5.0
1154,play_many_videogames,1.0
1155,play_many_videogames,1.0
1156,play_many_videogames,1.0
1157,play_many_videogames,1.0
1158,play_many_videogames,1.0
1159,play_many_videogames,5.0
1160,play_many_videogames,5.0
1161,play_many_videogames,1.0
1162,play_many_videogames,1.0
1163,play_many_videogames,5.0
1164,play_many_videogames,1.0
1165,play_many_videogames,1.0
1166,play_many_videogames,4.0
1167,play_many_videogames,5.0
1168,play_many_videogames,4.0
1169,play_many_videogames,2.0
1170,play_many_videogames,3.0
1171,play_many_videogames,5.0
1172,play_many_videogames,1.0
1173,play_many_videogames,4.0
1174,play_many_videogames,5.0
1175,play_many_videogames,2.0
1176,play_many_videogames,3.0
1177,play_many_videogames,1.0
1178,play_many_videogames,1.0
1179,play_many_videogames,1.0
1180,play_many_videogames,4.0
1181,play_many_videogames,3.0
1182,play_many_videogames,5.0
1183,play_many_videogames,5.0
1184,play_many_videogames,1.0
1185,play_many_videogames,5.0
1186,play_many_videogames,5.0
1187,play_many_videogames,3.0
1188,play_many_videogames,3.0
1189,play_many_videogames,3.0
1190,play_many_videogames,4.0
1191,play_many_videogames,5.0
1192,play_many_videogames,5.0
1193,play_many_videogames,1.0
1194,play_many_videogames,3.0
1195,play_many_videogames,4.0
1196,play_many_videogames,5.0
1197,play_many_videogames,4.0
1198,play_many_videogames,5.0
1199,play_many_videogames,2.0
1200,play_many_videogames,4.0
1201,play_many_videogames,1.0
1202,play_many_videogames,4.0
1203,play_many_videogames,4.0
1204,play_many_videogames,3.0
1205,play_many_videogames,1.0
1206,play_many_videogames,1.0
1207,play_many_videogames,1.0
1208,play_many_videogames,1.0
1209,play_many_videogames,5.0
1210,play_many_videogames,1.0
1211,play_many_videogames,5.0
1212,play_many_videogames,1.0
1213,play_many_videogames,1.0
1214,play_many_videogames,5.0
1215,play_many_videogames,1.0
1216,play_many_videogames,4.0
1217,play_many_videogames,1.0
1218,play_many_videogames,1.0
1219,play_many_videogames,1.0
1220,play_many_videogames,5.0
1221,play_many_videogames,1.0
1222,play_many_videogames,5.0
1223,play_many_videogames,1.0
1224,play_many_videogames,5.0
1225,play_many_videogames,5.0
1226,play_many_videogames,1.0
1227,play_many_videogames,2.0
1228,play_many_videogames,1.0
1229,play_many_videogames,1.0
1230,play_many_videogames,5.0
1231,play_many_videogames,4.0
1232,play_many_videogames,5.0
1233,play_many_videogames,3.0
1234,play_many_videogames,5.0
1235,play_many_videogames,3.0
1236,play_many_videogames,2.0
1237,play_many_videogames,1.0
1238,play_many_videogames,1.0
1239,play_many_videogames,4.0
1240,play_many_videogames,2.0
1241,play_many_videogames,3.0
1242,play_many_videogames,1.0
1243,play_many_videogames,1.0
1244,play_many_videogames,1.0
1245,play_many_videogames,2.0
1246,play_many_videogames,5.0
1247,play_many_videogames,1.0
1248,play_many_videogames,1.0
1249,play_many_videogames,2.0
1250,play_many_videogames,1.0
1251,play_many_videogames,1.0
1252,play_many_videogames,4.0
1253,play_many_videogames,2.0
1254,play_many_videogames,5.0
1255,play_many_videogames,5.0
1256,play_many_videogames,3.0
1257,play_many_videogames,4.0
1258,play_many_videogames,5.0
1259,play_many_videogames,2.0
1260,play_many_videogames,4.0
1261,play_many_videogames,1.0
1262,play_many_videogames,1.0
1263,play_many_videogames,1.0
1264,play_many_videogames,4.0
1265,play_many_videogames,4.0
1266,play_many_videogames,1.0
1267,play_many_videogames,1.0
1268,play_many_videogames,1.0
1269,play_many_videogames,5.0
1270,play_many_videogames,4.0
1271,play_many_videogames,1.0
1272,play_many_videogames,5.0
1273,play_many_videogames,2.0
1274,play_many_videogames,4.0
1275,play_many_videogames,1.0
1276,play_many_videogames,1.0
1277,play_many_videogames,2.0
1278,play_many_videogames,4.0
1279,play_many_videogames,2.0
1280,play_many_videogames,1.0
1281,play_many_videogames,5.0
1282,play_many_videogames,1.0
1283,play_many_videogames,1.0
1284,play_many_videogames,1.0
1285,play_many_videogames,5.0
1286,play_many_videogames,5.0
1287,play_many_videogames,2.0
1288,play_many_videogames,2.0
1289,play_many_videogames,3.0
1290,play_many_videogames,2.0
1291,play_many_videogames,5.0
1292,play_many_videogames,3.0
1293,play_many_videogames,3.0
1294,play_many_videogames,1.0
1295,play_many_videogames,5.0
1296,play_many_videogames,1.0
1297,play_many_videogames,2.0
1298,play_many_videogames,5.0
1299,play_many_videogames,1.0
1300,play_many_videogames,2.0
1301,play_many_videogames,2.0
1302,play_many_videogames,1.0
1303,play_many_videogames,4.0
1304,play_many_videogames,1.0
1305,play_many_videogames,5.0
1306,play_many_videogames,3.0
1307,play_many_videogames,4.0
1308,play_many_videogames,4.0
1309,play_many_videogames,1.0
1310,play_many_videogames,1.0
1311,play_many_videogames,1.0
1312,play_many_videogames,5.0
1313,play_many_videogames,4.0
1314,play_many_videogames,5.0
1315,play_many_videogames,1.0
1316,play_many_videogames,1.0
1317,play_many_videogames,3.0
1318,play_many_videogames,1.0
1319,play_many_videogames,2.0
1320,play_many_videogames,5.0
1321,play_many_videogames,2.0
1322,play_many_videogames,4.0
1323,play_many_videogames,5.0
1324,play_many_videogames,4.0
1325,play_many_videogames,2.0
1326,play_many_videogames,1.0
1327,play_many_videogames,1.0
1328,play_many_videogames,5.0
1329,play_many_videogames,5.0
1330,play_many_videogames,3.0
1331,play_many_videogames,1.0
1332,play_many_videogames,5.0
1333,play_many_videogames,5.0
1334,play_many_videogames,1.0
1335,play_many_videogames,2.0
1336,play_many_videogames,1.0
1337,play_many_videogames,5.0
1338,play_many_videogames,1.0
1339,play_many_videogames,4.0
1340,play_many_videogames,2.0
1341,play_many_videogames,4.0
1342,play_many_videogames,4.0
1343,play_many_videogames,1.0
1344,play_many_videogames,3.0
1345,play_many_videogames,5.0
1346,play_many_videogames,2.0
1347,play_many_videogames,4.0
1348,play_many_videogames,5.0
1349,play_many_videogames,5.0
1350,play_many_videogames,5.0
1351,play_many_videogames,2.0
1352,play_many_videogames,1.0
1353,play_many_videogames,1.0
1354,play_many_videogames,5.0
1355,play_many_videogames,2.0
1356,play_many_videogames,1.0
1357,play_many_videogames,4.0
1358,play_many_videogames,3.0
1359,play_many_videogames,3.0
1360,play_many_videogames,5.0
1361,play_many_videogames,2.0
1362,play_many_videogames,3.0
1363,play_many_videogames,4.0
1364,play_many_videogames,4.0
1365,play_many_videogames,2.0
1366,play_many_videogames,5.0
1367,play_many_videogames,3.0
1368,play_many_videogames,4.0
1369,play_many_videogames,5.0
1370,play_many_videogames,2.0
1371,play_many_videogames,2.0
1372,play_many_videogames,5.0
1373,play_many_videogames,3.0
1374,play_many_videogames,3.0
1375,play_many_videogames,5.0
1376,play_many_videogames,5.0
1377,play_many_videogames,5.0
1378,play_many_videogames,4.0
1379,play_many_videogames,5.0
1380,play_many_videogames,5.0
1381,play_many_videogames,5.0
1382,play_many_videogames,5.0
1383,play_many_videogames,1.0
1384,play_many_videogames,3.0
1385,play_many_videogames,1.0
1386,play_many_videogames,4.0
1387,play_many_videogames,1.0
1388,play_many_videogames,5.0
1389,play_many_videogames,1.0
1390,play_many_videogames,1.0
0,race_arab,0.0
1,race_arab,0.0
2,race_arab,0.0
3,race_arab,0.0
4,race_arab,0.0
5,race_arab,0.0
6,race_arab,0.0
7,race_arab,0.0
8,race_arab,0.0
9,race_arab,0.0
10,race_arab,0.0
11,race_arab,0.0
12,race_arab,0.0
13,race_arab,0.0
14,race_arab,0.0
15,race_arab,0.0
16,race_arab,0.0
17,race_arab,0.0
18,race_arab,0.0
19,race_arab,0.0
20,race_arab,0.0
21,race_arab,0.0
22,race_arab,0.0
23,race_arab,0.0
24,race_arab,0.0
25,race_arab,0.0
26,race_arab,0.0
27,race_arab,0.0
28,race_arab,0.0
29,race_arab,0.0
30,race_arab,0.0
31,race_arab,0.0
32,race_arab,0.0
33,race_arab,0.0
34,race_arab,0.0
35,race_arab,0.0
36,race_arab,0.0
37,race_arab,0.0
38,race_arab,0.0
39,race_arab,0.0
40,race_arab,0.0
41,race_arab,0.0
42,race_arab,0.0
43,race_arab,0.0
44,race_arab,0.0
45,race_arab,0.0
46,race_arab,0.0
47,race_arab,0.0
48,race_arab,0.0
49,race_arab,0.0
50,race_arab,0.0
51,race_arab,0.0
52,race_arab,0.0
53,race_arab,0.0
54,race_arab,0.0
55,race_arab,0.0
56,race_arab,0.0
57,race_arab,0.0
58,race_arab,0.0
59,race_arab,0.0
60,race_arab,0.0
61,race_arab,0.0
62,race_arab,0.0
63,race_arab,0.0
64,race_arab,0.0
65,race_arab,0.0
66,race_arab,0.0
67,race_arab,0.0
68,race_arab,0.0
69,race_arab,0.0
70,race_arab,0.0
71,race_arab,0.0
72,race_arab,0.0
73,race_arab,0.0
74,race_arab,0.0
75,race_arab,0.0
76,race_arab,0.0
77,race_arab,0.0
78,race_arab,0.0
79,race_arab,0.0
80,race_arab,0.0
81,race_arab,0.0
82,race_arab,0.0
83,race_arab,0.0
84,race_arab,0.0
85,race_arab,0.0
86,race_arab,0.0
87,race_arab,0.0
88,race_arab,0.0
89,race_arab,0.0
90,race_arab,0.0
91,race_arab,0.0
92,race_arab,0.0
93,race_arab,0.0
94,race_arab,0.0
95,race_arab,0.0
96,race_arab,0.0
97,race_arab,0.0
98,race_arab,0.0
99,race_arab,0.0
100,race_arab,0.0
101,race_arab,0.0
102,race_arab,0.0
103,race_arab,0.0
104,race_arab,0.0
105,race_arab,0.0
106,race_arab,0.0
107,race_arab,0.0
108,race_arab,0.0
109,race_arab,0.0
110,race_arab,0.0
111,race_arab,0.0
112,race_arab,0.0
113,race_arab,0.0
114,race_arab,1.0
115,race_arab,0.0
116,race_arab,0.0
117,race_arab,0.0
118,race_arab,0.0
119,race_arab,0.0
120,race_arab,0.0
121,race_arab,0.0
122,race_arab,0.0
123,race_arab,0.0
124,race_arab,0.0
125,race_arab,0.0
126,race_arab,0.0
127,race_arab,0.0
128,race_arab,0.0
129,race_arab,0.0
130,race_arab,0.0
131,race_arab,0.0
132,race_arab,0.0
133,race_arab,0.0
134,race_arab,0.0
135,race_arab,0.0
136,race_arab,0.0
137,race_arab,0.0
138,race_arab,0.0
139,race_arab,0.0
140,race_arab,0.0
141,race_arab,0.0
142,race_arab,0.0
143,race_arab,0.0
144,race_arab,0.0
145,race_arab,0.0
146,race_arab,0.0
147,race_arab,0.0
148,race_arab,0.0
149,race_arab,0.0
150,race_arab,0.0
151,race_arab,0.0
152,race_arab,0.0
153,race_arab,0.0
154,race_arab,0.0
155,race_arab,0.0
156,race_arab,0.0
157,race_arab,0.0
158,race_arab,0.0
159,race_arab,0.0
160,race_arab,0.0
161,race_arab,0.0
162,race_arab,0.0
163,race_arab,0.0
164,race_arab,0.0
165,race_arab,0.0
166,race_arab,0.0
167,race_arab,0.0
168,race_arab,0.0
169,race_arab,0.0
170,race_arab,0.0
171,race_arab,0.0
172,race_arab,0.0
173,race_arab,0.0
174,race_arab,0.0
175,race_arab,0.0
176,race_arab,0.0
177,race_arab,0.0
178,race_arab,0.0
179,race_arab,1.0
180,race_arab,0.0
181,race_arab,0.0
182,race_arab,0.0
183,race_arab,0.0
184,race_arab,0.0
185,race_arab,0.0
186,race_arab,0.0
187,race_arab,0.0
188,race_arab,0.0
189,race_arab,0.0
190,race_arab,0.0
191,race_arab,0.0
192,race_arab,0.0
193,race_arab,0.0
194,race_arab,0.0
195,race_arab,0.0
196,race_arab,0.0
197,race_arab,0.0
198,race_arab,0.0
199,race_arab,0.0
200,race_arab,0.0
201,race_arab,0.0
202,race_arab,0.0
203,race_arab,0.0
204,race_arab,0.0
205,race_arab,0.0
206,race_arab,0.0
207,race_arab,0.0
208,race_arab,0.0
209,race_arab,0.0
210,race_arab,0.0
211,race_arab,0.0
212,race_arab,1.0
213,race_arab,0.0
214,race_arab,0.0
215,race_arab,0.0
216,race_arab,0.0
217,race_arab,0.0
218,race_arab,0.0
219,race_arab,0.0
220,race_arab,0.0
221,race_arab,0.0
222,race_arab,0.0
223,race_arab,0.0
224,race_arab,0.0
225,race_arab,0.0
226,race_arab,0.0
227,race_arab,0.0
228,race_arab,0.0
229,race_arab,0.0
230,race_arab,0.0
231,race_arab,0.0
232,race_arab,0.0
233,race_arab,0.0
234,race_arab,0.0
235,race_arab,0.0
236,race_arab,0.0
237,race_arab,0.0
238,race_arab,0.0
239,race_arab,0.0
240,race_arab,0.0
241,race_arab,0.0
242,race_arab,0.0
243,race_arab,0.0
244,race_arab,0.0
245,race_arab,0.0
246,race_arab,0.0
247,race_arab,0.0
248,race_arab,0.0
249,race_arab,1.0
250,race_arab,0.0
251,race_arab,0.0
252,race_arab,0.0
253,race_arab,0.0
254,race_arab,0.0
255,race_arab,0.0
256,race_arab,0.0
257,race_arab,0.0
258,race_arab,0.0
259,race_arab,0.0
260,race_arab,0.0
261,race_arab,0.0
262,race_arab,0.0
263,race_arab,0.0
264,race_arab,0.0
265,race_arab,0.0
266,race_arab,0.0
267,race_arab,0.0
268,race_arab,0.0
269,race_arab,0.0
270,race_arab,0.0
271,race_arab,0.0
272,race_arab,0.0
273,race_arab,0.0
274,race_arab,0.0
275,race_arab,0.0
276,race_arab,0.0
277,race_arab,0.0
278,race_arab,0.0
279,race_arab,0.0
280,race_arab,0.0
281,race_arab,0.0
282,race_arab,0.0
283,race_arab,0.0
284,race_arab,0.0
285,race_arab,0.0
286,race_arab,0.0
287,race_arab,0.0
288,race_arab,0.0
289,race_arab,0.0
290,race_arab,0.0
291,race_arab,0.0
292,race_arab,0.0
293,race_arab,0.0
294,race_arab,0.0
295,race_arab,0.0
296,race_arab,0.0
297,race_arab,0.0
298,race_arab,0.0
299,race_arab,0.0
300,race_arab,0.0
301,race_arab,0.0
302,race_arab,0.0
303,race_arab,0.0
304,race_arab,0.0
305,race_arab,0.0
306,race_arab,0.0
307,race_arab,0.0
308,race_arab,0.0
309,race_arab,0.0
310,race_arab,0.0
311,race_arab,0.0
312,race_arab,0.0
313,race_arab,0.0
314,race_arab,0.0
315,race_arab,0.0
316,race_arab,0.0
317,race_arab,0.0
318,race_arab,0.0
319,race_arab,0.0
320,race_arab,0.0
321,race_arab,0.0
322,race_arab,0.0
323,race_arab,0.0
324,race_arab,0.0
325,race_arab,0.0
326,race_arab,0.0
327,race_arab,0.0
328,race_arab,0.0
329,race_arab,0.0
330,race_arab,0.0
331,race_arab,0.0
332,race_arab,0.0
333,race_arab,0.0
334,race_arab,0.0
335,race_arab,0.0
336,race_arab,0.0
337,race_arab,0.0
338,race_arab,0.0
339,race_arab,0.0
340,race_arab,0.0
341,race_arab,0.0
342,race_arab,0.0
343,race_arab,0.0
344,race_arab,0.0
345,race_arab,0.0
346,race_arab,0.0
347,race_arab,0.0
348,race_arab,0.0
349,race_arab,0.0
350,race_arab,0.0
351,race_arab,0.0
352,race_arab,0.0
353,race_arab,0.0
354,race_arab,0.0
355,race_arab,0.0
356,race_arab,1.0
357,race_arab,0.0
358,race_arab,0.0
359,race_arab,0.0
360,race_arab,0.0
361,race_arab,0.0
362,race_arab,0.0
363,race_arab,0.0
364,race_arab,0.0
365,race_arab,0.0
366,race_arab,0.0
367,race_arab,0.0
368,race_arab,0.0
369,race_arab,0.0
370,race_arab,0.0
371,race_arab,0.0
372,race_arab,0.0
373,race_arab,0.0
374,race_arab,0.0
375,race_arab,0.0
376,race_arab,0.0
377,race_arab,0.0
378,race_arab,0.0
379,race_arab,0.0
380,race_arab,0.0
381,race_arab,0.0
382,race_arab,0.0
383,race_arab,0.0
384,race_arab,0.0
385,race_arab,0.0
386,race_arab,0.0
387,race_arab,0.0
388,race_arab,0.0
389,race_arab,0.0
390,race_arab,0.0
391,race_arab,0.0
392,race_arab,0.0
393,race_arab,0.0
394,race_arab,0.0
395,race_arab,0.0
396,race_arab,0.0
397,race_arab,0.0
398,race_arab,0.0
399,race_arab,0.0
400,race_arab,0.0
401,race_arab,0.0
402,race_arab,0.0
403,race_arab,0.0
404,race_arab,0.0
405,race_arab,0.0
406,race_arab,0.0
407,race_arab,0.0
408,race_arab,0.0
409,race_arab,0.0
410,race_arab,0.0
411,race_arab,0.0
412,race_arab,0.0
413,race_arab,0.0
414,race_arab,0.0
415,race_arab,0.0
416,race_arab,0.0
417,race_arab,0.0
418,race_arab,0.0
419,race_arab,0.0
420,race_arab,0.0
421,race_arab,0.0
422,race_arab,0.0
423,race_arab,0.0
424,race_arab,0.0
425,race_arab,0.0
426,race_arab,0.0
427,race_arab,0.0
428,race_arab,0.0
429,race_arab,0.0
430,race_arab,0.0
431,race_arab,0.0
432,race_arab,0.0
433,race_arab,0.0
434,race_arab,0.0
435,race_arab,0.0
436,race_arab,0.0
437,race_arab,0.0
438,race_arab,0.0
439,race_arab,0.0
440,race_arab,0.0
441,race_arab,0.0
442,race_arab,0.0
443,race_arab,0.0
444,race_arab,0.0
445,race_arab,0.0
446,race_arab,0.0
447,race_arab,0.0
448,race_arab,0.0
449,race_arab,0.0
450,race_arab,0.0
