race_white,race_nerdy,race_native_american,writing_novel,read_tech_reports,online_over_inperson,introspective,hobbies_over_people,books_over_parties,bookish,libraries_over_publicspace,race_native_austrailian,like_hard_material,race_hispanic,diagnosed_autistic,play_many_videogames,race_arab,race_asian,interested_science,playes_rpgs,in_advanced_classes,collect_books,intelligence_over_appearance,watch_science_shows,academic_over_social,like_science_fiction,like_dry_topics,race_black,calm,disorganized,extraverted,dependable,critical,opennness,anxious,sympathetic,reserved,conventional,was_odd_child,prefer_fictional_people,enjoy_learning,excited_about_research,strange_person,like_superheroes,socially_awkward,subject_id
0.0,0.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,0.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,734
1.0,0.0,0.0,5.0,4.0,2.0,2.0,5.0,2.0,5.0,5.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,4.0,3.0,7.0,5.0,3.0,6.0,7.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,735
1.0,0.0,0.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,3.0,7.0,7.0,3.0,4.0,7.0,4.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,736
0.0,0.0,0.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,2.0,7.0,2.0,2.0,5.0,6.0,5.0,5.0,7.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,737
1.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,0.0,6.0,2.0,1.0,7.0,2.0,6.0,1.0,3.0,7.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,4.0,738
1.0,0.0,0.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,0.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,6.0,2.0,5.0,0.0,3.0,2.0,5.0,2.0,4.0,739
1.0,0.0,0.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,5.0,6.0,1.0,5.0,5.0,3.0,5.0,5.0,7.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,740
1.0,0.0,0.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,3.0,6.0,5.0,4.0,7.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,741
1.0,0.0,1.0,3.0,1.0,4.0,5.0,1.0,2.0,3.0,2.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,0.0,1.0,6.0,6.0,7.0,7.0,4.0,6.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,742
1.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,0.0,2.0,7.0,3.0,3.0,5.0,5.0,7.0,3.0,6.0,3.0,2.0,4.0,1.0,5.0,5.0,2.0,4.0,743
1.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,5.0,1.0,2.0,5.0,3.0,4.0,3.0,0.0,3.0,2.0,5.0,6.0,3.0,5.0,7.0,6.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,744
1.0,0.0,0.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,3.0,5.0,6.0,2.0,6.0,6.0,6.0,7.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,745
1.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,7.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,1.0,4.0,5.0,5.0,3.0,4.0,746
1.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0,1.0,5.0,5.0,6.0,6.0,1.0,7.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,747
1.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,0.0,4.0,6.0,5.0,3.0,3.0,5.0,6.0,7.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,748
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,0.0,3.0,4.0,3.0,5.0,5.0,5.0,7.0,6.0,7.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,749
0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,750
0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,4.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,751
1.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,5.0,1.0,6.0,7.0,1.0,7.0,5.0,7.0,6.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,752
1.0,0.0,0.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,3.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,1.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,753
1.0,0.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,0.0,4.0,3.0,5.0,6.0,7.0,6.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,4.0,754
1.0,0.0,0.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,0.0,1.0,5.0,2.0,5.0,5.0,6.0,7.0,7.0,7.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,755
1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,5.0,4.0,5.0,6.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,756
1.0,0.0,0.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,4.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,7.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,757
1.0,0.0,0.0,5.0,2.0,1.0,4.0,1.0,4.0,3.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,0.0,5.0,5.0,6.0,5.0,5.0,7.0,7.0,6.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,758
0.0,0.0,0.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,0.0,6.0,5.0,3.0,6.0,2.0,6.0,5.0,7.0,7.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,759
0.0,0.0,1.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,2.0,7.0,2.0,3.0,1.0,6.0,5.0,5.0,6.0,5.0,2.0,4.0,1.0,3.0,5.0,2.0,4.0,760
1.0,0.0,0.0,5.0,3.0,3.0,2.0,4.0,1.0,5.0,5.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,5.0,0.0,6.0,4.0,1.0,6.0,4.0,4.0,7.0,5.0,7.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,761
1.0,0.0,0.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,0.0,5.0,1.0,3.0,7.0,7.0,5.0,5.0,6.0,6.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,762
1.0,0.0,0.0,4.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,0.0,3.0,5.0,5.0,5.0,3.0,7.0,6.0,7.0,6.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,763
1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,4.0,3.0,4.0,4.0,1.0,5.0,1.0,0.0,4.0,2.0,6.0,6.0,3.0,7.0,7.0,7.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,4.0,764
1.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,0.0,3.0,6.0,5.0,4.0,6.0,6.0,6.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,765
1.0,0.0,0.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,0.0,4.0,3.0,4.0,5.0,4.0,5.0,7.0,7.0,7.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,766
1.0,0.0,0.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,2.0,2.0,3.0,4.0,7.0,6.0,7.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,5.0,767
1.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,3.0,5.0,3.0,5.0,2.0,6.0,6.0,7.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,768
1.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,2.0,5.0,2.0,6.0,7.0,6.0,5.0,4.0,6.0,7.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,769
1.0,0.0,0.0,5.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,6.0,1.0,6.0,6.0,5.0,6.0,5.0,4.0,7.0,3.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,770
1.0,0.0,0.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,0.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,1.0,0.0,4.0,4.0,3.0,771
1.0,0.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,0.0,4.0,3.0,2.0,5.0,1.0,3.0,5.0,6.0,7.0,1.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,772
1.0,0.0,0.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,0.0,3.0,6.0,7.0,3.0,5.0,6.0,4.0,7.0,1.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,773
1.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,0.0,3.0,3.0,2.0,6.0,5.0,7.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,774
0.0,0.0,0.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,6.0,5.0,4.0,6.0,5.0,6.0,2.0,5.0,6.0,5.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,775
1.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,3.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,776
1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,4.0,2.0,5.0,3.0,7.0,6.0,7.0,7.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,777
0.0,0.0,0.0,4.0,1.0,4.0,5.0,1.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,0.0,2.0,1.0,4.0,6.0,7.0,7.0,6.0,1.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,778
1.0,1.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,2.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,779
1.0,0.0,0.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,1.0,1.0,7.0,6.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,780
1.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,0.0,2.0,6.0,5.0,4.0,6.0,6.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,781
1.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,6.0,7.0,5.0,7.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,782
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,0.0,5.0,2.0,2.0,6.0,1.0,7.0,5.0,7.0,6.0,3.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,783
1.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,0.0,3.0,3.0,7.0,5.0,2.0,6.0,3.0,7.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,784
0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,7.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,785
1.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,5.0,2.0,5.0,4.0,4.0,6.0,7.0,7.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,786
0.0,0.0,0.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,0.0,6.0,5.0,4.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,787
0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,6.0,5.0,3.0,6.0,7.0,3.0,2.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,788
1.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,0.0,4.0,6.0,2.0,3.0,5.0,6.0,5.0,6.0,5.0,2.0,2.0,5.0,2.0,0.0,5.0,3.0,2.0,789
1.0,0.0,0.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,4.0,6.0,6.0,3.0,6.0,5.0,7.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,790
1.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,0.0,4.0,2.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,791
1.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,2.0,7.0,3.0,2.0,6.0,3.0,6.0,5.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,792
1.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,0.0,6.0,2.0,2.0,7.0,6.0,6.0,3.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,5.0,793
0.0,0.0,0.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,794
0.0,0.0,0.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,0.0,7.0,3.0,1.0,7.0,5.0,3.0,6.0,3.0,7.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,795
1.0,0.0,0.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,0.0,5.0,4.0,5.0,6.0,5.0,6.0,3.0,6.0,5.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,796
1.0,0.0,0.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,5.0,4.0,0.0,4.0,3.0,3.0,4.0,4.0,0.0,5.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,6.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,797
1.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,6.0,2.0,6.0,6.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,798
1.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,2.0,3.0,3.0,6.0,6.0,2.0,7.0,7.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,799
1.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,6.0,3.0,5.0,7.0,6.0,7.0,5.0,7.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,1.0,5.0,800
0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,7.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,801
1.0,0.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,0.0,4.0,5.0,6.0,4.0,3.0,4.0,6.0,7.0,3.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,802
1.0,0.0,0.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,803
1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,0.0,7.0,5.0,5.0,6.0,2.0,7.0,2.0,6.0,4.0,7.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,804
1.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,3.0,7.0,4.0,2.0,6.0,6.0,7.0,6.0,1.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,805
0.0,0.0,0.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,5.0,0.0,7.0,2.0,1.0,6.0,2.0,3.0,5.0,2.0,7.0,1.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,806
0.0,0.0,0.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,807
1.0,0.0,0.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,4.0,0.0,7.0,5.0,3.0,6.0,2.0,5.0,1.0,6.0,6.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,808
