Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screenw,screenh,hand,religion,orientation,voted,married,familysize,major,race+AF8-arab,race+AF8-asian,race+AF8-black,race+AF8-white,race+AF8-hispanic,race+AF8-nativeam,race+AF8-nativeau,race+AF8-other,nerdy,ASD
4,5,5,4,2,4,4,4,3,4,5,2,1,2,3,5,4,4,4,2,4,1,3,5,2,4,6,204,170,2,1,3,5,6,6,5,7,2,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,23,1600,900,1,12,4,2,1,3,,0,0,0,0,1,1,0,0,5,2
5,5,5,1,3,3,3,5,2,1,4,5,5,3,5,2,3,5,2,3,4,5,5,3,1,2,2,74,142,1,4,6,7,4,7,5,4,6,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,19,320,568,2,6,2,2,1,2,,0,0,0,1,0,0,0,0,7,2
1,1,3,1,5,5,4,4,4,5,1,1,5,4,4,3,3,5,1,5,1,1,5,4,1,3,14,104,226,3,7,7,5,5,6,6,1,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,18,375,667,1,4,1,2,1,3,,0,0,0,1,0,0,0,0,4,2
4,2,4,4,3,4,2,2,3,4,4,3,1,3,4,2,1,4,3,4,5,4,4,4,1,5,9,96,140,5,3,5,6,7,6,7,5,3,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,2,1,19,1366,768,3,7,2,2,1,2,Psychology,0,0,0,1,0,0,0,0,5,2
3,4,5,4,3,1,4,1,5,4,1,3,1,3,2,3,2,2,5,3,1,1,5,5,1,4,78,303,235,6,3,6,7,7,5,7,2,4,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,2,3,2,1,19,375,667,2,2,2,2,1,2,Film ,0,0,0,1,0,0,0,0,5,2
4,5,4,5,4,5,5,4,4,4,4,4,3,4,4,3,3,5,3,4,2,1,3,4,1,4,16,90,261,5,6,4,6,6,2,3,6,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,17,1280,800,1,2,2,2,1,6,,0,0,0,1,0,0,0,0,6,2
4,4,5,4,2,2,4,5,3,3,3,4,5,2,4,5,5,1,4,3,1,3,4,4,4,3,6,97,156,4,4,5,7,5,7,7,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,23,360,640,1,12,2,2,2,4,,0,0,0,1,0,0,0,0,6,2
5,5,5,5,3,5,5,5,5,3,5,5,3,3,3,5,4,5,5,5,1,4,5,4,1,5,7,109,212,2,4,3,6,7,5,7,2,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,25,360,640,1,7,5,1,1,3,,0,0,0,1,0,0,0,0,7,2
2,3,4,3,4,4,4,4,4,4,1,4,5,5,2,5,4,5,2,4,5,2,5,4,2,4,6,106,275,3,2,5,6,6,5,7,5,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,19,375,667,1,1,1,2,1,2,English education,0,0,0,1,0,0,0,0,6,2
5,5,2,5,5,5,5,3,5,5,5,5,5,5,4,4,4,5,5,5,2,1,5,5,5,5,2,72,122,2,7,6,5,6,6,4,5,2,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,3,1,1,34,1920,1080,1,2,1,2,2,4,Computer Science,0,0,0,1,0,0,0,0,7,2
4,4,5,4,3,3,1,2,3,3,1,2,2,3,5,3,2,4,4,3,5,2,5,3,1,2,3,126,147,6,5,6,5,6,7,4,1,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1366,768,1,4,1,2,1,2,N/A,0,0,0,1,0,0,0,0,3,2
3,5,5,3,4,2,4,4,3,5,2,4,4,3,4,5,4,4,3,3,4,1,0,4,4,3,5,74,114,1,5,2,5,5,6,5,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,21,1366,768,1,2,4,1,1,2,,0,0,0,1,0,0,0,0,5,2
3,4,5,2,3,4,4,5,5,3,5,3,4,2,5,4,4,1,5,4,2,2,5,5,5,5,12,82,145,2,1,5,5,3,7,6,3,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,19,375,667,1,7,1,2,1,3,Graphic Arts,0,0,0,1,0,1,0,0,6,2
5,4,2,2,5,3,5,4,4,3,4,3,3,2,4,1,3,1,5,3,4,1,4,3,4,2,12,192,199,7,5,3,4,6,1,7,6,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,22,360,640,1,1,5,2,1,2,laboratory studies,0,0,0,1,0,0,0,0,5,2
4,5,5,5,2,3,5,5,5,4,4,4,4,3,2,2,2,5,5,4,3,2,3,4,3,4,30,104,187,2,5,6,5,7,4,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,17,1440,900,1,2,1,2,1,3,,0,0,0,1,0,0,0,0,6,2
5,5,5,3,2,4,5,5,5,5,5,5,4,3,5,5,4,4,3,5,1,2,5,3,3,5,36,93,175,4,5,6,2,6,6,5,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,21,360,640,1,1,1,1,1,2,,0,0,1,0,0,0,0,0,7,2
5,0,4,5,5,4,5,5,5,3,5,5,5,4,5,5,4,5,5,4,2,2,5,5,4,5,4,56,111,5,5,5,6,7,3,6,5,4,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,3,2,1,19,1920,1080,1,4,2,2,1,2,Geology,0,0,0,1,0,0,0,0,7,2
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,64,199,2,3,5,6,7,7,7,4,2,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,3,2,1,25,360,640,3,12,5,2,2,4,,0,0,0,1,0,0,0,0,7,2
5,1,1,5,4,1,5,5,5,5,1,5,3,1,4,5,4,5,1,3,5,3,5,5,1,4,17,88,151,4,7,6,6,7,5,1,1,2,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,2,24,1366,768,1,1,1,2,1,3,Medicine,0,1,0,0,0,0,0,0,4,2
4,5,4,5,5,3,4,5,5,3,3,4,3,4,1,4,4,4,4,4,1,1,5,4,4,5,20,106,173,6,5,3,5,6,1,5,5,2,3,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,1,16,375,667,1,1,1,2,1,2,,0,0,0,1,0,0,0,1,7,2
5,5,2,5,5,5,5,5,5,5,2,5,5,3,5,5,5,2,4,5,5,5,5,5,4,5,1233,74,99,1,6,7,5,5,5,2,1,6,5,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,1,14,1366,768,2,6,4,2,1,1,,0,0,0,1,0,0,0,0,6,2
3,1,3,3,1,4,4,3,1,3,1,1,2,5,3,1,1,4,1,1,1,1,2,1,1,2,29,106,205,5,6,4,2,6,5,5,6,2,2,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,3,2,1,16,600,960,1,2,4,2,1,2,,0,0,0,1,0,0,0,0,4,2
1,5,5,1,5,5,5,4,5,5,5,5,1,5,1,1,1,5,4,1,1,1,1,5,1,5,11,77,148,6,5,7,3,7,5,5,5,5,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,2,1,19,1366,768,1,2,2,2,1,3,Physics,0,0,0,1,0,0,0,0,6,2
1,5,5,4,2,5,5,4,5,5,1,1,5,1,1,1,1,5,1,5,5,1,5,2,1,1,53,94,362,2,1,6,5,7,6,7,2,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,16,1366,768,1,1,3,2,1,2,History,0,0,0,1,0,0,0,0,5,2
4,4,2,3,4,5,5,3,4,5,3,4,3,4,1,1,2,5,1,4,4,4,5,5,2,5,3,158,311,7,2,5,3,6,1,7,3,3,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,45,1280,720,1,12,1,2,3,4,psychology,0,0,0,1,0,0,0,0,7,2
4,5,4,4,4,5,5,4,5,4,5,5,4,4,5,5,5,5,5,2,5,4,5,5,5,5,140,644,195095,5,5,5,6,6,3,7,3,5,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,2,17,320,568,1,2,2,2,1,5,,0,0,0,0,1,0,0,0,6,2
4,3,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,551,68,109,2,4,5,6,4,7,7,5,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,25,1366,768,2,7,1,1,1,2,,0,0,0,1,0,0,0,0,7,2
3,4,4,4,4,2,4,3,2,4,4,2,2,2,5,3,4,4,3,2,2,2,2,2,2,1,2,82,90,4,3,5,6,5,6,6,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,18,360,640,1,0,1,2,1,2,,0,1,0,0,0,0,0,0,3,2
2,2,5,5,1,1,2,1,1,5,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,117,167,3,7,6,2,3,6,2,5,6,6,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,3,2,2,18,360,640,1,2,1,2,1,1,,0,0,0,0,1,1,0,0,1,2
4,5,5,5,3,2,3,4,4,5,5,4,4,4,5,5,4,5,5,2,5,2,0,5,3,2,4,60,78,2,5,3,5,6,5,6,6,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,14,1920,1080,1,12,2,2,1,4,,0,0,0,1,0,0,0,0,5,2
5,5,5,5,4,4,4,5,4,4,4,4,5,3,4,5,4,5,5,4,3,3,5,3,4,5,4,61,137,6,6,3,7,5,4,5,6,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,21,375,667,2,2,2,2,1,1,Psychology,0,0,0,1,0,0,0,0,6,2
3,2,4,2,3,5,1,5,5,3,2,1,5,3,1,4,3,5,1,3,4,5,5,5,3,3,48,105,163,5,5,6,4,4,6,6,2,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,1440,900,1,4,1,2,1,3,,0,0,0,1,0,0,0,1,5,2
4,2,5,3,4,4,5,4,4,4,2,4,3,2,5,4,2,3,5,2,4,1,4,3,4,3,19,53,70,3,6,2,6,3,5,5,7,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1366,768,1,2,1,2,1,1,Psychology,0,0,0,1,0,0,0,0,6,2
4,4,4,1,4,4,4,2,5,4,3,4,4,4,1,2,4,5,1,5,2,4,4,5,2,5,5,66,107,2,6,7,3,6,6,3,2,6,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,1,1,16,1366,768,1,1,2,2,1,2,,0,0,0,1,0,0,0,0,7,2
5,5,5,5,4,5,4,2,3,1,5,4,1,4,5,4,2,4,5,3,1,1,3,5,4,5,1,86,116,7,5,5,7,7,1,6,7,5,5,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,1,1,24,1366,768,1,6,3,1,1,3,Music,0,0,1,0,0,0,0,0,7,2
5,5,5,5,4,3,4,4,4,5,5,3,5,4,3,4,5,3,5,4,2,4,4,4,5,5,989,84,98,1,5,7,6,3,7,3,3,7,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,2,26,1366,768,2,1,1,2,1,3,engineering,0,0,0,0,1,0,0,0,6,2
4,5,4,4,4,4,4,3,5,5,4,3,4,4,1,3,4,3,4,4,1,2,3,5,5,5,28,146,321,5,5,6,3,6,5,6,4,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,2,34,1366,768,1,6,1,2,1,2,chemical engineering,0,0,0,1,0,0,0,0,6,2
4,4,5,4,0,3,3,4,4,4,4,4,3,1,3,5,4,1,3,2,4,2,3,4,3,2,53,74,157,1,2,4,5,5,6,4,5,5,5,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,3,1,2,20,1680,1050,2,7,1,1,1,1,Electricity,0,0,0,1,0,0,0,0,4,2
2,1,2,2,4,4,1,0,4,4,1,1,1,3,1,3,2,5,1,4,1,1,1,4,1,5,691,120,125,5,1,6,2,6,6,6,1,6,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,4,1,2,0,66,1366,768,1,6,1,2,3,5,Education,0,0,0,1,0,0,0,0,5,2
5,4,5,5,5,5,5,5,4,3,3,2,5,5,4,4,4,5,2,5,4,4,4,4,3,4,1,79,83,3,6,6,7,2,5,7,3,2,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,2,1,14,768,1024,2,7,4,2,1,3,,0,0,0,1,0,0,0,0,7,2
4,5,4,4,4,4,5,4,4,4,1,4,4,3,3,1,4,3,1,4,2,2,5,4,1,5,1460,116,272,5,6,7,5,7,4,7,3,6,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,1,50,640,360,0,2,1,2,2,2,,0,0,0,1,0,0,0,0,7,2
4,1,5,4,3,5,4,4,2,5,5,3,3,4,4,5,5,2,5,2,1,1,1,5,5,4,18,1987,630,2,2,6,6,2,6,5,1,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,17,1536,864,1,2,1,2,1,2,+ACI-Psychology, Game design, Chemisty+ACI-,0,0,0,1,0,0,0,0,6,2
4,5,4,5,2,2,5,2,2,5,1,5,2,3,1,4,4,1,1,3,1,2,1,2,2,2,14,105,206,2,2,7,5,5,5,4,3,3,4,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,2,1,42,640,360,1,1,1,1,3,2,Psychology,0,0,0,0,0,0,0,1,5,2
5,5,5,5,2,4,5,5,4,5,5,3,3,3,5,5,3,4,5,3,5,2,3,5,3,5,561,62,101,6,3,4,6,4,3,7,5,4,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,3,1,1,1,21,1366,768,2,2,5,2,1,1,Drama,0,0,0,1,0,0,0,0,7,1
4,5,4,3,4,3,4,4,4,4,5,4,4,4,4,3,4,5,4,3,4,2,5,5,4,5,1,105,166,5,4,5,4,6,3,4,3,4,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,43,1600,900,2,12,1,1,1,1,Information Technology,0,0,0,1,0,0,0,0,7,2
5,5,3,3,5,4,5,1,5,4,1,5,2,2,1,2,2,5,1,2,3,3,5,4,5,3,2,143,420,5,2,6,2,7,4,6,5,7,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,67,1440,900,1,1,1,1,2,3,therpy,0,0,0,1,0,0,0,0,4,2
4,4,5,5,5,4,5,4,4,4,5,4,4,4,5,5,5,4,5,3,2,2,5,5,5,5,6,91,163,4,6,2,7,6,1,6,7,3,4,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,2,1,17,360,640,1,1,2,2,1,1,,0,0,0,1,0,0,0,0,7,2
4,5,5,2,3,5,3,5,3,5,1,4,5,5,4,4,5,5,3,5,4,5,5,4,2,5,529,66,192,1,2,6,5,3,7,2,2,7,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,2,3,1,16,412,732,3,2,5,2,1,2,,0,1,0,0,0,0,0,0,4,2
4,5,3,3,4,3,5,4,4,4,5,4,3,3,4,3,4,4,5,4,2,2,2,4,4,5,10,74,67,3,5,5,5,6,5,3,3,3,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,2,2,1,1,21,1680,1050,1,12,3,2,1,5,,0,1,0,0,0,0,0,0,5,2
3,5,4,3,4,1,4,4,1,5,5,5,2,4,2,3,4,4,5,3,2,1,4,4,4,3,17,91,92,3,2,6,1,5,6,6,5,7,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,1,1,21,1920,1080,1,4,1,1,1,4,Political Science,0,0,0,1,0,0,0,0,5,2
5,5,5,4,4,4,5,4,3,5,4,4,4,5,4,5,5,4,4,3,1,1,2,5,4,5,55,87,124,2,5,1,7,7,5,7,6,1,6,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,2,2,1,17,1366,768,1,1,1,2,1,4,,0,0,1,1,0,0,0,0,6,2
5,4,4,5,3,4,5,2,4,5,3,4,3,5,2,5,4,5,3,4,4,2,4,5,4,5,1828,76,77,5,2,6,3,6,6,5,3,5,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,22,1600,900,1,6,1,2,1,1,environmental engineering,0,1,0,0,0,0,0,0,6,2
5,2,4,5,4,5,5,4,4,2,1,5,5,4,1,2,5,5,2,4,1,3,5,5,4,3,3,115,104,1,7,6,3,1,6,2,2,6,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,1,1,1,22,1366,768,1,2,1,2,1,1,civil engineering,0,0,0,1,0,0,0,0,6,1
5,5,4,5,5,3,5,4,4,3,3,5,1,1,5,5,3,4,5,4,1,1,3,4,5,5,9,133,158,5,2,7,5,6,7,7,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,22,1366,768,1,12,1,2,1,1,,0,0,0,1,1,1,0,0,5,2
4,5,5,2,3,4,4,5,5,5,5,4,4,3,5,5,5,3,5,3,5,2,5,5,2,5,25,91,153,1,5,4,6,5,7,4,5,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,3,2,2,21,1366,768,1,4,2,2,1,4,Architecture,0,1,0,0,0,0,0,0,4,2
1,3,1,1,4,1,5,3,3,4,1,5,4,5,1,3,1,5,1,5,1,1,1,5,1,5,4,80,135,6,2,7,3,5,4,6,1,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,49,1366,768,1,1,1,2,2,4,Physiology,0,0,0,1,0,0,0,0,1,2
3,3,2,2,3,5,2,3,4,5,1,2,2,4,2,2,2,4,1,4,4,4,5,5,2,5,3,98,101,5,5,7,5,6,2,7,1,3,6,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,2,2,18,1366,768,2,1,2,2,1,3,,0,0,0,1,0,0,0,0,5,2
3,3,3,1,5,5,5,1,5,3,1,4,3,3,3,1,4,5,2,3,1,3,5,5,3,5,688,191,267,4,5,7,4,6,5,7,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,2,60,1280,800,1,4,1,1,2,4,Chemistry,0,1,0,0,1,0,0,0,4,2
5,5,5,5,5,4,5,5,5,5,2,3,5,5,5,4,4,3,5,4,2,3,1,5,2,5,9,56,154,1,6,2,7,6,7,2,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,30,1024,768,1,1,1,1,1,5,education,0,0,0,1,0,0,0,0,6,2
5,4,5,5,3,4,5,4,4,5,1,4,5,4,2,1,3,5,4,1,5,1,4,3,1,5,16,95,130,1,6,5,6,6,7,6,6,5,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,30,1366,768,2,2,1,1,2,2,psychology,0,0,0,1,0,0,0,0,5,2
4,1,4,4,5,5,5,5,5,4,1,4,4,5,1,2,4,5,1,4,1,2,5,5,3,5,29,81,131,3,3,5,2,6,5,5,3,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,1366,768,1,2,1,2,1,2,chemistry,0,0,0,1,0,0,0,0,6,2
5,4,5,4,5,2,1,5,3,5,1,1,2,2,3,2,4,2,1,2,4,1,2,5,3,5,3,231,476,2,6,7,6,7,4,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2,2,2,16,360,640,1,7,1,2,1,4,Film,0,0,0,1,1,0,0,0,4,2
5,5,5,5,4,5,4,5,4,3,5,5,5,4,5,4,4,3,5,3,4,5,5,5,4,3,4,237,279,2,4,4,6,6,7,7,7,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,18,320,568,3,7,1,2,1,2,,0,0,0,1,0,0,0,0,7,2
4,3,5,4,4,4,3,4,3,5,2,4,5,4,3,3,3,5,3,4,2,2,4,5,3,5,22,71,152,3,6,6,7,3,5,6,2,2,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,1,21,320,568,1,1,2,2,1,2,History,0,0,0,1,0,0,0,0,6,1
3,4,5,5,2,4,5,4,4,5,5,5,4,4,5,3,4,5,5,3,2,3,4,5,2,5,16,120,193,6,1,6,6,5,4,6,6,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2,1,17,320,480,1,2,1,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,4,5,4,1,2,4,5,2,5,4,2,2,3,2,2,5,4,5,2,1,1,1,3,3,4,5,113,131,1,5,2,7,3,7,5,5,4,5,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,20,1920,1080,1,2,2,2,1,4,Biology,0,0,0,1,0,0,0,0,5,2
4,4,5,2,4,3,4,5,4,5,2,4,5,4,1,5,4,5,4,4,3,1,4,4,3,4,46,81,1217,1,5,7,5,6,4,6,5,5,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,48,1366,768,1,6,4,2,2,4,education,0,0,0,1,0,0,0,0,6,2
5,4,4,5,4,5,5,5,4,4,3,5,5,4,5,2,4,5,3,3,5,5,5,5,1,4,635,64,138,2,7,3,6,7,6,5,1,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,2,2,2,1,18,768,1024,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,2
3,3,5,3,2,5,5,3,3,5,5,3,5,3,2,5,4,3,5,4,3,1,4,5,3,5,4,94,138,2,5,5,7,7,7,7,7,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,21,1821,1024,1,2,1,2,1,2,health,0,0,0,1,0,0,0,0,4,2
5,5,3,5,5,5,4,5,5,2,5,5,3,4,4,4,4,5,3,2,5,1,5,5,4,5,62,74,141,7,5,5,7,7,3,6,7,2,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,2,1,22,1280,800,1,1,2,2,2,2,,0,0,0,1,0,0,0,0,7,2
5,4,5,3,5,3,4,4,4,4,1,4,3,4,3,3,4,4,2,4,5,2,3,5,2,4,5392,100,165,3,3,6,5,5,6,7,6,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,53,768,1024,1,6,1,1,1,4,+ACI-Film making, social work+ACI-,0,0,0,1,0,0,0,0,5,2
5,3,5,4,5,5,5,1,5,5,1,5,4,5,1,3,5,4,1,5,2,3,5,5,3,5,3,105,198,1,5,6,7,4,6,5,3,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,55,1920,1080,1,1,3,1,1,3,psych,0,0,0,1,0,0,0,0,6,1
5,3,5,4,4,2,1,5,4,5,1,1,5,5,5,5,5,2,1,5,4,4,5,4,1,3,1,48,97,1,3,6,7,6,7,5,6,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,22,1366,768,1,4,1,2,1,1,,0,0,0,1,0,0,0,0,6,2
4,1,5,4,4,3,3,4,3,4,4,3,4,2,1,4,5,4,3,2,4,1,4,4,1,4,6,107,143,5,5,4,4,3,3,3,5,4,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,36,1680,1050,1,1,1,2,1,3,History,0,0,0,1,0,0,0,0,3,2
3,5,5,2,1,4,5,4,4,5,4,1,3,4,3,5,5,5,4,4,1,1,2,3,2,2,4,134,153,2,3,2,3,3,6,5,4,4,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,20,1366,768,1,2,1,2,1,3,marine biology,0,0,0,1,0,0,0,0,7,2
5,3,4,4,2,4,5,5,4,1,1,3,5,3,4,5,5,2,5,3,5,1,4,4,1,3,3,100,118,5,5,5,7,4,5,6,6,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,19,1366,768,1,12,5,2,1,4,,0,0,0,1,0,0,0,0,5,2
5,4,2,5,5,5,5,3,5,5,4,4,1,5,1,2,3,5,4,4,5,1,5,5,3,5,766,151,70,5,1,7,7,7,2,7,1,3,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,20,1440,900,1,2,2,2,1,2,Psychology,0,0,0,1,0,0,0,0,7,2
2,3,5,2,2,3,2,4,2,4,4,1,5,4,2,3,5,4,5,5,1,4,1,4,5,2,15,132,168,1,2,4,4,3,7,5,2,6,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,15,640,360,2,3,1,2,1,2,,0,0,0,0,0,0,1,0,4,2
4,1,5,5,5,3,5,5,5,5,2,5,5,3,3,5,5,3,2,5,1,3,5,3,3,5,87,327,172,5,6,5,6,6,5,5,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,46,1366,768,1,4,1,2,1,6,,0,0,0,0,0,0,0,1,1,2
5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,27,45,85,3,3,3,6,3,5,5,1,4,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,22,1366,768,1,2,4,2,1,2,,0,0,0,1,0,0,0,0,7,2
4,3,4,3,2,3,4,2,3,4,3,4,1,4,2,4,4,3,3,2,1,2,2,4,4,1,52,354,520,2,5,5,6,6,5,4,4,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,24,1366,768,1,2,1,2,1,2,psychology +AC0- engineering,0,0,0,0,0,0,0,1,5,2
5,5,5,5,5,3,5,5,4,3,4,3,4,5,4,5,5,4,5,3,5,3,5,5,4,5,2,99,95,1,6,1,7,1,7,1,7,6,7,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,3,1,1,15,1440,900,1,2,1,2,1,1,,0,0,0,1,0,0,0,0,6,2
3,5,4,3,4,3,5,3,3,4,5,5,4,3,3,5,4,5,5,5,1,3,2,4,5,4,18,78,123,2,6,6,5,6,7,5,1,4,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,44,1920,1200,1,2,2,2,1,2,Computer Science,0,0,0,1,0,0,0,0,6,2
2,4,5,2,2,4,5,4,2,5,4,5,4,4,2,4,4,5,5,4,1,1,2,4,1,4,1598,81,87,1,5,7,5,2,7,5,1,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,20,1280,800,1,12,4,2,1,1,Biological Sciences,0,1,0,0,0,0,0,0,6,2
