education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
3.0,2.0,1.0,1.0,25.0,2.0,2.0,2.0,1.0,2.0,Civil engineering ,615
2.0,1.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,2.0,,616
1.0,2.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,,617
2.0,2.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,5.0,Mathematics,618
3.0,3.0,1.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,Civil Engineering ,619
3.0,2.0,1.0,1.0,50.0,1.0,3.0,2.0,1.0,6.0,media,620
2.0,2.0,2.0,1.0,16.0,1.0,6.0,2.0,1.0,2.0,,621
4.0,1.0,2.0,1.0,60.0,1.0,6.0,2.0,2.0,4.0,social work,622
2.0,2.0,2.0,1.0,19.0,1.0,7.0,2.0,1.0,4.0,sociology,623
4.0,2.0,2.0,1.0,31.0,1.0,6.0,2.0,2.0,1.0,political science,624
4.0,1.0,2.0,1.0,32.0,1.0,7.0,2.0,2.0,2.0,IMMUNOLOGY,625
1.0,2.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,2.0,,626
3.0,2.0,2.0,1.0,41.0,2.0,10.0,2.0,2.0,10.0,Architecture,627
1.0,3.0,2.0,1.0,15.0,1.0,0.0,2.0,1.0,2.0,,628
1.0,3.0,2.0,1.0,15.0,2.0,1.0,2.0,1.0,2.0,,629
0.0,3.0,1.0,2.0,14.0,1.0,0.0,2.0,1.0,2.0,Astronomy,630
3.0,1.0,2.0,1.0,30.0,2.0,10.0,1.0,1.0,10.0,Liberal Arts,631
2.0,3.0,2.0,1.0,15.0,3.0,2.0,2.0,1.0,5.0,,632
3.0,2.0,1.0,2.0,36.0,1.0,2.0,2.0,1.0,3.0,visual communication,633
2.0,1.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,psychology,634
3.0,2.0,2.0,1.0,18.0,1.0,6.0,2.0,1.0,3.0,mathmatics,635
1.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,636
0.0,3.0,1.0,1.0,38.0,1.0,7.0,1.0,3.0,4.0,Psychology,637
2.0,1.0,1.0,1.0,28.0,1.0,7.0,2.0,1.0,1.0,N/A,638
2.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,639
2.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,Biology ,640
3.0,2.0,2.0,1.0,29.0,1.0,1.0,1.0,2.0,2.0,Double major: Computer Science +ACY- Studio Art,641
2.0,2.0,1.0,1.0,17.0,1.0,4.0,2.0,1.0,2.0,,642
2.0,2.0,3.0,1.0,19.0,3.0,12.0,2.0,1.0,2.0,Shakespeare,643
3.0,2.0,2.0,1.0,38.0,2.0,10.0,2.0,2.0,10.0,molecular/cell bio +ACY- Arabic (dble mjr),644
3.0,2.0,1.0,1.0,32.0,1.0,7.0,2.0,1.0,17.0,Education ,645
2.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,4.0,,646
4.0,2.0,2.0,1.0,42.0,1.0,10.0,1.0,2.0,9.0,Electrical engineering and computer science,647
1.0,3.0,3.0,1.0,16.0,3.0,2.0,2.0,1.0,1.0,,648
2.0,2.0,2.0,2.0,21.0,2.0,2.0,1.0,1.0,2.0,Electrical Engineering,649
2.0,3.0,3.0,1.0,26.0,3.0,12.0,2.0,2.0,5.0,,650
2.0,1.0,2.0,1.0,26.0,1.0,12.0,1.0,3.0,1.0,,651
3.0,3.0,2.0,2.0,22.0,1.0,6.0,2.0,1.0,2.0,linguistics,652
4.0,2.0,1.0,1.0,26.0,2.0,0.0,2.0,1.0,2.0,Mathematics,653
3.0,2.0,1.0,1.0,30.0,1.0,12.0,1.0,2.0,3.0,Microbiology,654
2.0,3.0,2.0,2.0,20.0,1.0,4.0,1.0,1.0,5.0,,655
2.0,3.0,3.0,2.0,20.0,1.0,2.0,1.0,1.0,1.0,Arts,656
4.0,2.0,1.0,1.0,67.0,1.0,6.0,2.0,1.0,4.0,psychology,657
2.0,2.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,Art,658
4.0,3.0,1.0,1.0,29.0,3.0,2.0,1.0,1.0,2.0,Mathematics,659
1.0,1.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,3.0,,660
2.0,2.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,5.0,,661
1.0,3.0,2.0,2.0,15.0,1.0,2.0,2.0,1.0,1.0,,662
1.0,2.0,2.0,1.0,16.0,1.0,9.0,2.0,1.0,3.0,,663
1.0,3.0,2.0,2.0,17.0,1.0,7.0,2.0,1.0,3.0,,664
2.0,3.0,1.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,,665
2.0,3.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,10.0,Digital Media,666
3.0,3.0,2.0,2.0,22.0,1.0,8.0,1.0,1.0,2.0,mathematics,667
2.0,2.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,668
2.0,3.0,1.0,2.0,17.0,1.0,8.0,2.0,1.0,2.0,,669
2.0,1.0,1.0,2.0,27.0,1.0,6.0,2.0,1.0,3.0,,670
3.0,2.0,2.0,1.0,46.0,1.0,4.0,1.0,1.0,2.0,Anthropology ,671
1.0,2.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,,672
3.0,3.0,1.0,2.0,24.0,1.0,6.0,2.0,1.0,6.0,Informatic Engineering,673
3.0,1.0,2.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,Civil Engineering,674
3.0,1.0,1.0,2.0,32.0,1.0,12.0,2.0,1.0,2.0,science,675
2.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,676
2.0,3.0,2.0,2.0,21.0,1.0,10.0,1.0,1.0,5.0,,677
2.0,3.0,2.0,2.0,19.0,1.0,10.0,1.0,1.0,5.0,,678
2.0,2.0,3.0,1.0,22.0,1.0,12.0,1.0,1.0,3.0,,679
1.0,2.0,3.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,680
2.0,2.0,2.0,1.0,23.0,1.0,2.0,2.0,1.0,2.0,Psychology,681
2.0,2.0,1.0,1.0,17.0,2.0,2.0,2.0,1.0,2.0,Engineering,682
1.0,1.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,6.0,,683
1.0,2.0,3.0,1.0,16.0,1.0,12.0,2.0,1.0,3.0,,684
3.0,2.0,1.0,1.0,55.0,2.0,7.0,2.0,2.0,5.0,,685
2.0,3.0,2.0,1.0,15.0,1.0,7.0,2.0,1.0,2.0,English,686
3.0,2.0,2.0,1.0,31.0,3.0,2.0,2.0,2.0,2.0,Psychology,687
2.0,1.0,2.0,1.0,42.0,1.0,6.0,2.0,2.0,13.0,,688
4.0,1.0,2.0,2.0,23.0,1.0,7.0,2.0,1.0,4.0,Education,689
4.0,2.0,1.0,1.0,60.0,1.0,12.0,1.0,2.0,5.0,philosophy,690
3.0,3.0,1.0,1.0,25.0,2.0,12.0,1.0,1.0,3.0,Business Economics,691
2.0,3.0,2.0,1.0,19.0,1.0,4.0,2.0,1.0,2.0,English,692
2.0,2.0,1.0,1.0,18.0,1.0,12.0,2.0,1.0,2.0,Liberal Arts,693
3.0,3.0,2.0,2.0,22.0,1.0,2.0,1.0,1.0,1.0,psychology,694
2.0,1.0,2.0,1.0,18.0,1.0,12.0,2.0,1.0,4.0,Great Books,695
2.0,3.0,2.0,1.0,20.0,1.0,0.0,1.0,1.0,4.0,Psychology,696
2.0,2.0,2.0,1.0,18.0,2.0,1.0,2.0,1.0,1.0,hospitality,697
2.0,3.0,2.0,2.0,17.0,1.0,1.0,2.0,1.0,0.0,Physics,698
2.0,1.0,1.0,1.0,16.0,1.0,2.0,2.0,1.0,1.0,,699
4.0,3.0,1.0,1.0,38.0,1.0,2.0,2.0,1.0,5.0,Art,700
4.0,3.0,1.0,2.0,26.0,1.0,1.0,2.0,1.0,2.0,Geology,701
4.0,2.0,1.0,2.0,27.0,2.0,2.0,2.0,1.0,2.0,Geology,702
3.0,1.0,1.0,2.0,25.0,1.0,10.0,2.0,1.0,8.0,Sport Science,703
3.0,1.0,2.0,1.0,25.0,1.0,7.0,1.0,1.0,2.0,Human Services,704
1.0,1.0,3.0,2.0,15.0,1.0,1.0,2.0,1.0,1.0,,705
1.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,,706
1.0,1.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,3.0,,707
3.0,2.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,History,708
2.0,3.0,2.0,2.0,15.0,3.0,2.0,2.0,1.0,1.0,,709
2.0,1.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,710
3.0,0.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,English,711
2.0,2.0,1.0,1.0,20.0,1.0,1.0,2.0,1.0,3.0,Psychology,712
4.0,2.0,1.0,2.0,30.0,1.0,1.0,2.0,1.0,1.0,civil engineering,713
2.0,1.0,1.0,1.0,22.0,1.0,2.0,1.0,1.0,10.0,Film,714
2.0,2.0,1.0,1.0,16.0,3.0,0.0,2.0,1.0,2.0,,715
2.0,2.0,2.0,1.0,20.0,1.0,12.0,2.0,1.0,3.0,,716
1.0,1.0,2.0,1.0,16.0,1.0,7.0,2.0,1.0,2.0,,717
3.0,1.0,1.0,1.0,46.0,1.0,1.0,1.0,1.0,3.0,Architecture,718
1.0,2.0,1.0,1.0,15.0,2.0,2.0,2.0,1.0,3.0,,719
2.0,2.0,2.0,2.0,21.0,2.0,10.0,2.0,1.0,6.0,Human Biology,720
3.0,1.0,1.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,Engineering,721
1.0,3.0,1.0,1.0,15.0,1.0,8.0,2.0,1.0,2.0,,722
2.0,2.0,1.0,2.0,33.0,1.0,2.0,2.0,1.0,2.0,,723
2.0,1.0,2.0,1.0,22.0,1.0,12.0,2.0,1.0,4.0,,724
3.0,2.0,1.0,1.0,24.0,1.0,7.0,1.0,1.0,1.0,Organizational Behavior,725
2.0,3.0,2.0,1.0,15.0,1.0,6.0,2.0,1.0,2.0,,726
1.0,3.0,2.0,2.0,16.0,1.0,10.0,2.0,1.0,2.0,Medical Science,727
3.0,2.0,1.0,1.0,23.0,1.0,4.0,2.0,1.0,4.0,Civil Engineering,728
3.0,3.0,2.0,2.0,22.0,1.0,1.0,1.0,1.0,2.0,Early education,729
3.0,1.0,1.0,2.0,29.0,1.0,2.0,2.0,1.0,2.0,Psychology,730
2.0,3.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,4.0,,731
3.0,3.0,2.0,1.0,30.0,1.0,2.0,1.0,1.0,1.0,Phiolosophy,732
3.0,2.0,1.0,1.0,23.0,2.0,1.0,2.0,1.0,3.0,International Business,733
2.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,3.0,,734
2.0,3.0,2.0,1.0,38.0,1.0,7.0,2.0,3.0,4.0,,735
2.0,2.0,2.0,1.0,19.0,1.0,12.0,2.0,1.0,2.0,,736
2.0,3.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,,737
3.0,2.0,1.0,1.0,45.0,1.0,2.0,1.0,2.0,2.0,biology,738
2.0,1.0,2.0,2.0,16.0,1.0,2.0,2.0,1.0,2.0,,739
1.0,1.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,2.0,,740
3.0,1.0,2.0,1.0,20.0,2.0,12.0,2.0,1.0,2.0,Classical Music Performance,741
2.0,3.0,1.0,1.0,19.0,1.0,4.0,2.0,1.0,2.0,English,742
2.0,2.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,,743
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,,744
2.0,2.0,3.0,1.0,22.0,1.0,2.0,1.0,1.0,2.0,,745
2.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,Environmental Engineering,746
2.0,3.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,2.0,psychology,747
2.0,3.0,2.0,1.0,18.0,1.0,3.0,2.0,1.0,1.0,,748
2.0,2.0,2.0,1.0,24.0,1.0,2.0,2.0,1.0,2.0,English,749
2.0,2.0,1.0,1.0,23.0,1.0,4.0,2.0,1.0,2.0,,750
2.0,3.0,2.0,2.0,25.0,1.0,1.0,1.0,1.0,2.0,English Pedagogy,751
1.0,2.0,2.0,1.0,18.0,1.0,7.0,2.0,1.0,3.0,,752
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,753
2.0,3.0,2.0,1.0,21.0,1.0,7.0,1.0,1.0,1.0,English ,754
1.0,2.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,2.0,,755
2.0,2.0,2.0,1.0,18.0,1.0,6.0,2.0,1.0,2.0,journalism,756
2.0,3.0,3.0,2.0,17.0,1.0,4.0,2.0,1.0,3.0,Animation,757
3.0,2.0,2.0,1.0,19.0,1.0,7.0,2.0,1.0,1.0,Music,758
2.0,3.0,2.0,1.0,23.0,1.0,4.0,1.0,1.0,1.0,Music,759
2.0,3.0,2.0,1.0,23.0,1.0,12.0,2.0,1.0,3.0,,760
2.0,2.0,2.0,1.0,19.0,2.0,6.0,2.0,1.0,2.0,,761
1.0,3.0,2.0,1.0,18.0,1.0,4.0,2.0,1.0,3.0,,762
2.0,2.0,2.0,1.0,19.0,3.0,7.0,2.0,1.0,2.0,Psychology,763
2.0,3.0,2.0,1.0,19.0,2.0,2.0,2.0,1.0,2.0,Film ,764
2.0,3.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,6.0,,765
2.0,3.0,2.0,1.0,23.0,1.0,12.0,2.0,2.0,4.0,,766
2.0,2.0,2.0,1.0,25.0,1.0,7.0,1.0,1.0,3.0,,767
2.0,2.0,2.0,1.0,19.0,1.0,1.0,2.0,1.0,2.0,English education,768
2.0,3.0,1.0,1.0,34.0,1.0,2.0,2.0,2.0,4.0,Computer Science,769
1.0,3.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,2.0,N/A,770
2.0,3.0,2.0,2.0,21.0,1.0,2.0,1.0,1.0,2.0,,771
2.0,2.0,2.0,1.0,19.0,1.0,7.0,2.0,1.0,3.0,Graphic Arts,772
2.0,2.0,2.0,2.0,22.0,1.0,1.0,2.0,1.0,2.0,laboratory studies,773
2.0,3.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,3.0,,774
4.0,2.0,2.0,1.0,21.0,1.0,1.0,1.0,1.0,2.0,,775
2.0,3.0,2.0,1.0,19.0,1.0,4.0,2.0,1.0,2.0,Geology,776
2.0,3.0,2.0,1.0,25.0,3.0,12.0,2.0,2.0,4.0,,777
3.0,3.0,2.0,2.0,24.0,1.0,1.0,2.0,1.0,3.0,Medicine,778
2.0,2.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,779
1.0,2.0,1.0,1.0,14.0,2.0,6.0,2.0,1.0,1.0,,780
1.0,3.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,,781
3.0,2.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,Physics,782
1.0,2.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,History,783
3.0,2.0,2.0,1.0,45.0,1.0,12.0,2.0,3.0,4.0,psychology,784
2.0,3.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,5.0,,785
2.0,2.0,2.0,1.0,25.0,2.0,7.0,1.0,1.0,2.0,,786
2.0,3.0,1.0,1.0,18.0,1.0,0.0,2.0,1.0,2.0,,787
2.0,3.0,2.0,2.0,18.0,1.0,2.0,2.0,1.0,1.0,,788
1.0,2.0,1.0,1.0,14.0,1.0,12.0,2.0,1.0,4.0,,789
2.0,2.0,2.0,1.0,21.0,2.0,2.0,2.0,1.0,1.0,Psychology,790
2.0,2.0,2.0,1.0,18.0,1.0,4.0,2.0,1.0,3.0,,791
2.0,1.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,1.0,Psychology,792
2.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,793
3.0,2.0,1.0,1.0,24.0,1.0,6.0,1.0,1.0,3.0,Music,794
3.0,3.0,1.0,2.0,26.0,2.0,1.0,2.0,1.0,3.0,engineering,795
4.0,1.0,1.0,2.0,34.0,1.0,6.0,2.0,1.0,2.0,chemical engineering,796
2.0,3.0,1.0,2.0,20.0,2.0,7.0,1.0,1.0,1.0,Electricity,797
4.0,1.0,2.0,0.0,66.0,1.0,6.0,2.0,3.0,5.0,Education,798
1.0,2.0,2.0,1.0,14.0,2.0,7.0,2.0,1.0,3.0,,799
2.0,2.0,2.0,1.0,50.0,0.0,2.0,2.0,2.0,2.0,,800
3.0,3.0,2.0,1.0,42.0,1.0,1.0,1.0,3.0,2.0,Psychology,801
3.0,1.0,1.0,1.0,21.0,2.0,2.0,2.0,1.0,1.0,Drama,802
3.0,2.0,2.0,2.0,43.0,2.0,12.0,1.0,1.0,1.0,Information Technology,803
3.0,2.0,2.0,1.0,67.0,1.0,1.0,1.0,2.0,3.0,therpy,804
1.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,805
1.0,2.0,3.0,1.0,16.0,3.0,2.0,2.0,1.0,2.0,,806
2.0,2.0,1.0,1.0,21.0,1.0,12.0,2.0,1.0,5.0,,807
3.0,2.0,1.0,1.0,21.0,1.0,4.0,1.0,1.0,4.0,Political Science,808
1.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,4.0,,809
3.0,2.0,2.0,1.0,22.0,1.0,6.0,2.0,1.0,1.0,environmental engineering,810
3.0,1.0,1.0,1.0,22.0,1.0,2.0,2.0,1.0,1.0,civil engineering,811
2.0,1.0,1.0,1.0,22.0,1.0,12.0,2.0,1.0,1.0,,812
3.0,3.0,2.0,2.0,21.0,1.0,4.0,2.0,1.0,4.0,Architecture,813
4.0,1.0,2.0,1.0,49.0,1.0,1.0,2.0,2.0,4.0,Physiology,814
1.0,2.0,2.0,2.0,18.0,2.0,1.0,2.0,1.0,3.0,,815
4.0,2.0,2.0,2.0,60.0,1.0,4.0,1.0,2.0,4.0,Chemistry,816
3.0,3.0,2.0,1.0,30.0,1.0,1.0,1.0,1.0,5.0,education,817
3.0,2.0,1.0,1.0,30.0,2.0,2.0,1.0,2.0,2.0,psychology,818
3.0,3.0,2.0,2.0,22.0,1.0,2.0,2.0,1.0,2.0,chemistry,819
1.0,2.0,2.0,2.0,16.0,1.0,7.0,2.0,1.0,4.0,Film,820
2.0,2.0,2.0,2.0,18.0,3.0,7.0,2.0,1.0,2.0,,821
2.0,2.0,2.0,1.0,21.0,1.0,1.0,2.0,1.0,2.0,History,822
1.0,1.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,,823
2.0,2.0,2.0,1.0,20.0,1.0,2.0,2.0,1.0,4.0,Biology,824
3.0,2.0,2.0,1.0,48.0,1.0,6.0,2.0,2.0,4.0,education,825
2.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,,826
2.0,2.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,health,827
2.0,2.0,2.0,1.0,22.0,1.0,1.0,2.0,2.0,2.0,,828
3.0,2.0,2.0,1.0,55.0,1.0,1.0,1.0,1.0,3.0,psych,829
2.0,2.0,2.0,1.0,22.0,1.0,4.0,2.0,1.0,1.0,,830
3.0,3.0,2.0,1.0,36.0,1.0,1.0,2.0,1.0,3.0,History,831
2.0,2.0,1.0,1.0,20.0,1.0,2.0,2.0,1.0,3.0,marine biology,832
2.0,3.0,1.0,1.0,19.0,1.0,12.0,2.0,1.0,4.0,,833
3.0,2.0,2.0,1.0,20.0,1.0,2.0,2.0,1.0,2.0,Psychology,834
1.0,2.0,1.0,1.0,15.0,2.0,3.0,2.0,1.0,2.0,,835
2.0,3.0,2.0,1.0,46.0,1.0,4.0,2.0,1.0,6.0,,836
2.0,3.0,2.0,1.0,22.0,1.0,2.0,2.0,1.0,2.0,,837
3.0,2.0,1.0,2.0,24.0,1.0,2.0,2.0,1.0,2.0,psychology +AC0- engineering,838
1.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,1.0,,839
3.0,2.0,1.0,1.0,44.0,1.0,2.0,2.0,1.0,2.0,Computer Science,840
3.0,2.0,2.0,1.0,20.0,1.0,12.0,2.0,1.0,1.0,Biological Sciences,841
2.0,2.0,2.0,2.0,22.0,1.0,2.0,2.0,1.0,4.0,Physics,842
4.0,2.0,2.0,2.0,23.0,1.0,7.0,1.0,1.0,3.0,communication,843
2.0,2.0,2.0,1.0,18.0,1.0,12.0,1.0,1.0,3.0,English,844
3.0,3.0,1.0,1.0,24.0,1.0,12.0,2.0,1.0,2.0,Biology,845
2.0,3.0,2.0,1.0,18.0,1.0,4.0,2.0,1.0,3.0,,846
4.0,3.0,2.0,1.0,27.0,1.0,2.0,2.0,1.0,2.0,Marine Science,847
2.0,2.0,2.0,1.0,18.0,1.0,6.0,2.0,1.0,3.0,,848
2.0,2.0,2.0,1.0,17.0,1.0,6.0,2.0,1.0,2.0,Biology,849
2.0,2.0,2.0,1.0,17.0,1.0,6.0,2.0,1.0,3.0,biochemistry,850
1.0,2.0,1.0,1.0,20.0,3.0,2.0,2.0,1.0,2.0,,851
2.0,1.0,2.0,1.0,27.0,1.0,12.0,2.0,1.0,3.0,Education,852
4.0,3.0,1.0,2.0,26.0,1.0,1.0,1.0,1.0,1.0,,853
3.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,2.0,1.0,,854
4.0,2.0,1.0,2.0,26.0,1.0,0.0,1.0,1.0,1.0,biology,855
2.0,3.0,2.0,2.0,21.0,1.0,1.0,2.0,1.0,2.0,,856
3.0,2.0,2.0,2.0,22.0,1.0,4.0,1.0,1.0,3.0,Medicine,857
4.0,2.0,2.0,2.0,24.0,1.0,8.0,1.0,2.0,1.0,Psychology,858
0.0,2.0,1.0,1.0,22.0,1.0,2.0,1.0,1.0,1.0,psychology crimminology,859
1.0,2.0,2.0,1.0,16.0,1.0,7.0,2.0,1.0,2.0,Cardio,860
3.0,2.0,2.0,1.0,27.0,2.0,6.0,2.0,1.0,2.0,Psychology,861
2.0,2.0,2.0,1.0,22.0,1.0,12.0,2.0,1.0,5.0,Nursing,862
2.0,3.0,1.0,2.0,22.0,2.0,1.0,1.0,1.0,2.0,English,863
2.0,2.0,2.0,1.0,18.0,2.0,4.0,2.0,1.0,2.0,,864
2.0,2.0,1.0,1.0,46.0,1.0,1.0,2.0,2.0,1.0,,865
2.0,3.0,2.0,2.0,19.0,1.0,2.0,1.0,1.0,0.0,journalism,866
3.0,1.0,2.0,1.0,26.0,1.0,7.0,2.0,1.0,3.0,philosophy,867
2.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,868
4.0,2.0,1.0,1.0,26.0,1.0,12.0,1.0,2.0,4.0,Psychology,869
2.0,3.0,2.0,2.0,20.0,1.0,4.0,2.0,1.0,1.0,,870
3.0,2.0,2.0,1.0,18.0,1.0,7.0,2.0,1.0,3.0,Biology,871
2.0,2.0,1.0,1.0,21.0,1.0,12.0,2.0,1.0,6.0,,872
2.0,1.0,2.0,1.0,38.0,1.0,12.0,1.0,2.0,3.0,,873
3.0,3.0,1.0,1.0,35.0,3.0,4.0,2.0,1.0,3.0,Business,874
2.0,3.0,3.0,2.0,21.0,1.0,10.0,2.0,1.0,4.0,Quantity Surveying,875
1.0,3.0,2.0,2.0,23.0,1.0,2.0,1.0,1.0,3.0,,876
2.0,3.0,2.0,1.0,18.0,2.0,0.0,2.0,1.0,3.0,Psychology,877
3.0,3.0,1.0,2.0,32.0,1.0,2.0,1.0,1.0,2.0,computer science,878
3.0,1.0,2.0,1.0,29.0,2.0,7.0,2.0,1.0,3.0,English and Philosophy,879
3.0,1.0,2.0,2.0,23.0,1.0,10.0,2.0,1.0,5.0,Language,880
0.0,3.0,2.0,2.0,32.0,1.0,2.0,1.0,1.0,2.0,Zoology,881
2.0,3.0,2.0,1.0,23.0,1.0,2.0,1.0,1.0,2.0,,882
3.0,2.0,1.0,1.0,27.0,1.0,9.0,1.0,1.0,3.0,Economics ,883
3.0,2.0,2.0,1.0,24.0,1.0,3.0,1.0,1.0,2.0,Digital Media,884
3.0,2.0,2.0,1.0,25.0,1.0,3.0,1.0,1.0,2.0,Medical Sciences,885
3.0,3.0,2.0,1.0,41.0,1.0,1.0,1.0,3.0,4.0,Communication,886
3.0,2.0,2.0,1.0,36.0,1.0,12.0,2.0,3.0,3.0,Meteorology,887
2.0,2.0,2.0,1.0,17.0,1.0,4.0,2.0,1.0,1.0,,888
2.0,3.0,2.0,2.0,18.0,1.0,4.0,2.0,1.0,1.0,,889
3.0,2.0,2.0,1.0,32.0,1.0,1.0,1.0,1.0,3.0,Microbiology,890
2.0,2.0,2.0,2.0,17.0,1.0,6.0,2.0,1.0,4.0,,891
0.0,3.0,2.0,1.0,53.0,3.0,12.0,1.0,2.0,2.0,Psychology,892
2.0,2.0,1.0,1.0,36.0,1.0,2.0,2.0,1.0,2.0,,893
2.0,3.0,1.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,,894
4.0,1.0,2.0,1.0,25.0,1.0,1.0,2.0,1.0,1.0,Conflict Studies,895
2.0,2.0,3.0,2.0,17.0,2.0,12.0,2.0,1.0,2.0,fine arts,896
4.0,2.0,1.0,1.0,48.0,1.0,6.0,2.0,2.0,2.0,physics,897
3.0,2.0,2.0,1.0,21.0,1.0,6.0,2.0,1.0,5.0,psychology,898
2.0,2.0,2.0,1.0,19.0,1.0,4.0,2.0,1.0,3.0,Business Administration,899
2.0,3.0,1.0,1.0,63.0,1.0,4.0,2.0,1.0,6.0,liberal arts,900
2.0,2.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,4.0,,901
1.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,902
1.0,2.0,3.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,,903
4.0,2.0,1.0,1.0,90.0,1.0,4.0,2.0,2.0,2.0,education,904
3.0,1.0,1.0,1.0,28.0,1.0,6.0,2.0,2.0,3.0,business,905
2.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0,3.0,,906
0.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,3.0,,907
2.0,1.0,2.0,1.0,17.0,1.0,7.0,2.0,1.0,6.0,,908
2.0,1.0,2.0,2.0,21.0,1.0,1.0,2.0,1.0,6.0,,909
1.0,1.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,1.0,,910
2.0,2.0,1.0,1.0,16.0,3.0,12.0,2.0,1.0,2.0,,911
3.0,3.0,1.0,1.0,31.0,1.0,2.0,1.0,1.0,3.0,Molecular Biology,912
4.0,3.0,1.0,1.0,40.0,1.0,2.0,1.0,1.0,4.0,Physics,913
4.0,2.0,2.0,2.0,45.0,1.0,10.0,2.0,2.0,3.0,,914
3.0,2.0,2.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,accounting,915
1.0,3.0,2.0,2.0,15.0,1.0,4.0,2.0,1.0,2.0,,916
1.0,2.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,2.0,,917
2.0,3.0,2.0,1.0,18.0,3.0,7.0,2.0,1.0,2.0,,918
3.0,3.0,2.0,2.0,24.0,1.0,8.0,2.0,1.0,2.0,Electronics Engineering,919
4.0,3.0,1.0,2.0,40.0,1.0,6.0,2.0,2.0,3.0,Business,920
2.0,2.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,2.0,,921
