race_white,race_nerdy,race_native_american,writing_novel,read_tech_reports,online_over_inperson,introspective,hobbies_over_people,books_over_parties,bookish,libraries_over_publicspace,race_native_austrailian,like_hard_material,race_hispanic,diagnosed_autistic,play_many_videogames,race_arab,race_asian,interested_science,playes_rpgs,in_advanced_classes,collect_books,intelligence_over_appearance,watch_science_shows,academic_over_social,like_science_fiction,like_dry_topics,race_black,calm,disorganized,extraverted,dependable,critical,opennness,anxious,sympathetic,reserved,conventional,was_odd_child,prefer_fictional_people,enjoy_learning,excited_about_research,strange_person,like_superheroes,socially_awkward,education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,0.0,2.0,5.0,6.0,5.0,4.0,6.0,3.0,4.0,6.0,7.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,15.0,1.0,0.0,2.0,1.0,2.0,,628
0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0,1.0,5.0,0.0,2.0,5.0,3.0,5.0,4.0,3.0,6.0,4.0,6.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,15.0,2.0,1.0,2.0,1.0,2.0,,629
1.0,0.0,0.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,5.0,5.0,3.0,3.0,2.0,5.0,6.0,7.0,7.0,3.0,4.0,1.0,2.0,2.0,5.0,4.0,5.0,0.0,3.0,1.0,2.0,14.0,1.0,0.0,2.0,1.0,2.0,Astronomy,630
1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,0.0,4.0,3.0,6.0,4.0,5.0,4.0,5.0,6.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,30.0,2.0,10.0,1.0,1.0,10.0,Liberal Arts,631
0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,5.0,0.0,7.0,7.0,2.0,2.0,2.0,7.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,15.0,3.0,2.0,2.0,1.0,5.0,,632
0.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,5.0,6.0,2.0,3.0,7.0,3.0,6.0,4.0,6.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,36.0,1.0,2.0,2.0,1.0,3.0,visual communication,633
1.0,0.0,0.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,4.0,7.0,1.0,6.0,6.0,7.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,psychology,634
1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,0.0,7.0,5.0,6.0,7.0,1.0,6.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,2.0,1.0,18.0,1.0,6.0,2.0,1.0,3.0,mathmatics,635
1.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,6.0,6.0,4.0,5.0,6.0,7.0,7.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,636
0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,0.0,6.0,1.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,1.0,1.0,38.0,1.0,7.0,1.0,3.0,4.0,Psychology,637
1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,0.0,6.0,2.0,3.0,6.0,5.0,6.0,2.0,7.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,28.0,1.0,7.0,2.0,1.0,1.0,N/A,638
0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,6.0,3.0,6.0,2.0,7.0,5.0,6.0,6.0,1.0,1.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,639
1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,Biology ,640
1.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,6.0,2.0,3.0,6.0,3.0,7.0,6.0,6.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,29.0,1.0,1.0,1.0,2.0,2.0,Double major: Computer Science +ACY- Studio Art,641
0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,5.0,6.0,2.0,6.0,6.0,5.0,6.0,5.0,7.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,17.0,1.0,4.0,2.0,1.0,2.0,,642
1.0,1.0,0.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,0.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,19.0,3.0,12.0,2.0,1.0,2.0,Shakespeare,643
0.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,5.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,0.0,5.0,5.0,7.0,3.0,7.0,7.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,38.0,2.0,10.0,2.0,2.0,10.0,molecular/cell bio +ACY- Arabic (dble mjr),644
0.0,1.0,0.0,1.0,5.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,3.0,5.0,7.0,7.0,4.0,7.0,6.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,32.0,1.0,7.0,2.0,1.0,17.0,Education ,645
1.0,0.0,0.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,0.0,6.0,2.0,4.0,6.0,4.0,5.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,4.0,,646
1.0,0.0,0.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,6.0,6.0,2.0,6.0,5.0,6.0,2.0,2.0,7.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,42.0,1.0,10.0,1.0,2.0,9.0,Electrical engineering and computer science,647
0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,2.0,2.0,5.0,6.0,5.0,7.0,7.0,6.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,16.0,3.0,2.0,2.0,1.0,1.0,,648
1.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,0.0,5.0,2.0,2.0,6.0,2.0,6.0,3.0,5.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,21.0,2.0,2.0,1.0,1.0,2.0,Electrical Engineering,649
1.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,4.0,4.0,2.0,5.0,1.0,5.0,6.0,7.0,7.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0,26.0,3.0,12.0,2.0,2.0,5.0,,650
1.0,0.0,0.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,5.0,1.0,3.0,2.0,5.0,7.0,7.0,6.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,26.0,1.0,12.0,1.0,3.0,1.0,,651
1.0,0.0,0.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,3.0,4.0,1.0,4.0,5.0,5.0,7.0,5.0,7.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,22.0,1.0,6.0,2.0,1.0,2.0,linguistics,652
1.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,0.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,7.0,6.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,26.0,2.0,0.0,2.0,1.0,2.0,Mathematics,653
1.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,5.0,5.0,7.0,3.0,6.0,6.0,5.0,6.0,4.0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,30.0,1.0,12.0,1.0,2.0,3.0,Microbiology,654
1.0,0.0,0.0,2.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,2.0,6.0,3.0,5.0,1.0,4.0,7.0,7.0,6.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,20.0,1.0,4.0,1.0,1.0,5.0,,655
0.0,0.0,0.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,0.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,6.0,6.0,2.0,2.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,20.0,1.0,2.0,1.0,1.0,1.0,Arts,656
1.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,6.0,4.0,1.0,6.0,2.0,6.0,2.0,6.0,6.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,67.0,1.0,6.0,2.0,1.0,4.0,psychology,657
1.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,3.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,0.0,7.0,5.0,1.0,5.0,6.0,6.0,1.0,1.0,7.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,Art,658
1.0,0.0,0.0,3.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,0.0,6.0,3.0,6.0,7.0,1.0,6.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,29.0,3.0,2.0,1.0,1.0,2.0,Mathematics,659
1.0,0.0,0.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,3.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,0.0,3.0,5.0,6.0,6.0,2.0,5.0,7.0,7.0,3.0,1.0,5.0,4.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,3.0,,660
1.0,0.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,0.0,5.0,4.0,5.0,5.0,2.0,7.0,2.0,7.0,6.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,5.0,,661
1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,0.0,3.0,3.0,3.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,15.0,1.0,2.0,2.0,1.0,1.0,,662
1.0,0.0,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,7.0,5.0,4.0,7.0,6.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,16.0,1.0,9.0,2.0,1.0,3.0,,663
0.0,0.0,0.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,2.0,2.0,5.0,6.0,7.0,7.0,7.0,7.0,4.0,3.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,2.0,17.0,1.0,7.0,2.0,1.0,3.0,,664
1.0,0.0,0.0,4.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,4.0,0.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,6.0,7.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,,665
0.0,0.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,3.0,6.0,1.0,5.0,5.0,3.0,7.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,10.0,Digital Media,666
0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,0.0,3.0,4.0,7.0,4.0,1.0,7.0,1.0,6.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,22.0,1.0,8.0,1.0,1.0,2.0,mathematics,667
1.0,0.0,0.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,0.0,3.0,6.0,2.0,5.0,1.0,6.0,6.0,7.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,668
0.0,0.0,0.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,0.0,3.0,2.0,5.0,4.0,5.0,6.0,6.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,17.0,1.0,8.0,2.0,1.0,2.0,,669
1.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,0.0,5.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,27.0,1.0,6.0,2.0,1.0,3.0,,670
1.0,0.0,0.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,3.0,5.0,1.0,3.0,5.0,7.0,5.0,2.0,6.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,46.0,1.0,4.0,1.0,1.0,2.0,Anthropology ,671
0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,7.0,6.0,1.0,5.0,5.0,5.0,1.0,2.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,,672
0.0,0.0,0.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,6.0,7.0,1.0,7.0,1.0,6.0,4.0,6.0,7.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,24.0,1.0,6.0,2.0,1.0,6.0,Informatic Engineering,673
0.0,0.0,0.0,3.0,1.0,5.0,5.0,1.0,2.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,0.0,6.0,7.0,2.0,7.0,3.0,4.0,6.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,Civil Engineering,674
1.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,0.0,7.0,1.0,1.0,6.0,2.0,2.0,5.0,7.0,7.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,32.0,1.0,12.0,2.0,1.0,2.0,science,675
1.0,0.0,0.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,0.0,7.0,1.0,2.0,7.0,3.0,6.0,1.0,7.0,6.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,1.0,,676
0.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,7.0,5.0,3.0,6.0,3.0,5.0,7.0,1.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,21.0,1.0,10.0,1.0,1.0,5.0,,677
0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,6.0,7.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,19.0,1.0,10.0,1.0,1.0,5.0,,678
1.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,0.0,5.0,7.0,6.0,1.0,2.0,6.0,5.0,7.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,1.0,22.0,1.0,12.0,1.0,1.0,3.0,,679
1.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,0.0,2.0,3.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,,680
0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,0.0,6.0,5.0,2.0,3.0,2.0,6.0,2.0,3.0,7.0,1.0,5.0,3.0,2.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,23.0,1.0,2.0,2.0,1.0,2.0,Psychology,681
1.0,0.0,0.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,7.0,7.0,2.0,1.0,5.0,7.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,17.0,2.0,2.0,2.0,1.0,2.0,Engineering,682
1.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,1.0,7.0,2.0,1.0,7.0,5.0,7.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,6.0,,683
1.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,2.0,6.0,1.0,2.0,5.0,4.0,7.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,3.0,1.0,16.0,1.0,12.0,2.0,1.0,3.0,,684
1.0,0.0,0.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,6.0,1.0,4.0,7.0,4.0,7.0,1.0,4.0,7.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,55.0,2.0,7.0,2.0,2.0,5.0,,685
1.0,0.0,0.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,0.0,5.0,2.0,6.0,6.0,2.0,5.0,4.0,6.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,15.0,1.0,7.0,2.0,1.0,2.0,English,686
1.0,0.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,6.0,2.0,2.0,7.0,5.0,7.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,31.0,3.0,2.0,2.0,2.0,2.0,Psychology,687
